shipment_id,period,period_idx,batch_id,plant_id,carrier_id,mode,customer_id,customer_region,qty_t,on_time_in_full,freight_cost,disruption_flag,cs_active
SHP-000225,2026-07,21,BAT-004788,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-14,APAC,58.79,1,7499.0,0,1
SHP-000226,2025-07,9,BAT-002091,PLT-01,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-10,APAC,33.52,1,2575.25,0,0
SHP-000227,2026-06,20,BAT-004457,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-12,LATAM,42.83,0,3730.45,0,1
SHP-000228,2025-06,8,BAT-001788,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-04,EMEA,47.1,1,4607.37,0,0
SHP-000229,2026-02,16,BAT-003527,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-04,EMEA,82.53,1,8454.29,0,0
SHP-000230,2024-10,0,BAT-000016,PLT-05,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-15,EMEA,63.7,1,5590.71,1,0
SHP-000231,2025-05,7,BAT-001593,PLT-04,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-07,APAC,24.45,1,1868.95,0,0
SHP-000232,2025-06,8,BAT-001874,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-04,EMEA,54.1,1,6798.76,0,0
SHP-000233,2026-08,22,BAT-005023,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-09,AMER,26.86,1,2877.37,0,1
SHP-000234,2026-04,18,BAT-004087,PLT-02,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-09,AMER,51.71,1,3232.02,0,1
SHP-000235,2026-03,17,BAT-003860,PLT-05,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-12,LATAM,21.57,1,2206.36,0,0
SHP-000236,2026-08,22,BAT-004885,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-04,EMEA,64.85,1,3867.14,0,1
SHP-000237,2026-02,16,BAT-003719,PLT-06,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-03,APAC,36.27,1,2308.73,0,0
SHP-000238,2024-11,1,BAT-000333,PLT-04,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-15,EMEA,44.97,1,2754.07,0,0
SHP-000239,2026-09,23,BAT-005103,PLT-02,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-14,APAC,4.03,1,273.84,0,1
SHP-000240,2024-11,1,BAT-000263,PLT-04,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-01,EMEA,40.83,1,4875.57,0,0
SHP-000241,2024-11,1,BAT-000364,PLT-01,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-01,EMEA,58.98,1,4397.67,0,0
SHP-000242,2025-08,10,BAT-002297,PLT-02,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-15,EMEA,20.77,1,2509.15,0,0
SHP-000243,2026-01,15,BAT-003380,PLT-02,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-06,AMER,103.7,1,11520.76,1,0
SHP-000244,2026-06,20,BAT-004476,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-12,LATAM,13.58,1,1834.81,0,1
SHP-000245,2024-12,2,BAT-000494,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-02,AMER,15.71,1,1100.44,0,0
SHP-000246,2024-11,1,BAT-000359,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-03,APAC,50.44,1,3568.86,0,0
SHP-000247,2025-01,3,BAT-000862,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-14,APAC,35.07,1,4255.75,0,0
SHP-000248,2025-11,13,BAT-002949,PLT-06,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-02,AMER,47.13,1,6354.2,0,0
SHP-000249,2024-12,2,BAT-000640,PLT-05,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-12,LATAM,43.9,1,3824.52,0,0
SHP-000250,2025-06,8,BAT-001785,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-04,EMEA,47.26,1,6699.45,0,0
SHP-000251,2026-07,21,BAT-004827,PLT-03,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-03,APAC,27.48,1,3107.98,0,1
SHP-000252,2026-04,18,BAT-004066,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-01,EMEA,25.24,1,3550.25,0,1
SHP-000253,2025-12,14,BAT-003118,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-04,EMEA,50.58,1,3697.39,0,0
SHP-000254,2025-05,7,BAT-001575,PLT-04,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-11,EMEA,30.36,1,2110.07,0,0
SHP-000255,2025-07,9,BAT-002030,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-07,APAC,34.33,0,2652.65,0,0
SHP-000256,2025-07,9,BAT-002132,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-02,AMER,29.68,0,3451.67,0,0
SHP-000257,2025-01,3,BAT-000799,PLT-03,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-10,APAC,19.41,1,2473.56,0,0
SHP-000258,2026-02,16,BAT-003632,PLT-02,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-12,LATAM,66.17,1,8631.16,0,0
SHP-000259,2026-03,17,BAT-003773,PLT-06,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-09,AMER,55.32,1,7989.62,0,0
SHP-000260,2025-03,5,BAT-001211,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-13,AMER,44.84,1,2831.03,0,0
SHP-000261,2026-07,21,BAT-004717,PLT-06,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-08,EMEA,15.02,0,1781.79,0,1
SHP-000262,2026-03,17,BAT-003902,PLT-02,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-01,EMEA,38.25,1,4167.81,0,0
SHP-000263,2024-10,0,BAT-000151,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-02,AMER,20.99,1,2956.88,0,0
SHP-000264,2026-01,15,BAT-003433,PLT-02,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-15,EMEA,72.52,1,10118.66,0,0
SHP-000265,2026-05,19,BAT-004308,PLT-01,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-02,AMER,21.14,1,1985.48,0,1
SHP-000266,2025-01,3,BAT-000877,PLT-01,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-03,APAC,19.82,1,2234.58,0,0
SHP-000267,2025-02,4,BAT-000988,PLT-01,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-12,LATAM,31.37,1,2839.88,0,0
SHP-000268,2026-06,20,BAT-004518,PLT-04,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-07,APAC,41.94,1,4121.67,0,1
SHP-000269,2025-03,5,BAT-001267,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-08,EMEA,57.6,1,6521.28,0,0
SHP-000270,2024-10,0,BAT-000186,PLT-02,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-08,EMEA,87.05,1,7672.76,0,0
SHP-000271,2025-04,6,BAT-001383,PLT-04,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-14,APAC,49.76,1,4740.3,0,0
SHP-000272,2025-06,8,BAT-001827,PLT-01,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-01,EMEA,28.3,1,3064.03,0,0
SHP-000273,2025-10,12,BAT-002699,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-10,APAC,22.9,1,2258.74,0,0
SHP-000274,2025-07,9,BAT-001991,PLT-02,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-12,LATAM,1.62,1,186.4,0,0
SHP-000275,2026-01,15,BAT-003408,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-03,APAC,48.13,1,2967.2,0,0
SHP-000276,2025-01,3,BAT-000739,PLT-02,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-06,AMER,57.97,1,3502.34,0,0
SHP-000277,2025-04,6,BAT-001322,PLT-04,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-08,EMEA,56.86,0,3339.55,0,0
SHP-000278,2026-02,16,BAT-003642,PLT-04,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-02,AMER,57.37,1,5636.45,0,0
SHP-000279,2026-05,19,BAT-004364,PLT-05,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-06,AMER,12.94,1,1312.67,0,1
SHP-000280,2025-11,13,BAT-003039,PLT-04,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-15,EMEA,97.03,1,5790.23,0,0
SHP-000281,2025-04,6,BAT-001499,PLT-05,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-10,APAC,1.21,1,109.85,0,0
SHP-000282,2025-02,4,BAT-000915,PLT-02,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-12,LATAM,19.02,1,1840.09,0,0
SHP-000283,2026-07,21,BAT-004704,PLT-03,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-13,AMER,11.43,1,1498.6,0,1
SHP-000284,2026-02,16,BAT-003656,PLT-01,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-01,EMEA,31.85,1,4413.24,0,0
SHP-000285,2024-11,1,BAT-000365,PLT-04,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-05,LATAM,69.26,1,8363.65,0,0
SHP-000286,2025-10,12,BAT-002844,PLT-04,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-15,EMEA,35.42,1,3437.2,0,0
SHP-000287,2025-11,13,BAT-002877,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-05,LATAM,55.1,1,5879.66,0,0
SHP-000288,2026-06,20,BAT-004551,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-07,APAC,12.57,0,1185.81,0,1
SHP-000289,2025-06,8,BAT-001886,PLT-02,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-15,EMEA,61.2,1,8796.12,0,0
SHP-000290,2025-08,10,BAT-002295,PLT-04,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-06,AMER,47.69,1,5045.44,0,0
SHP-000291,2026-02,16,BAT-003619,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-02,AMER,19.85,1,2619.54,0,0
SHP-000292,2025-04,6,BAT-001511,PLT-01,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-05,LATAM,51.05,1,5464.04,0,0
SHP-000293,2025-07,9,BAT-002043,PLT-05,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-14,APAC,29.64,1,2780.74,0,0
SHP-000294,2024-11,1,BAT-000305,PLT-02,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-03,APAC,64.16,0,4231.82,0,0
SHP-000295,2024-11,1,BAT-000225,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-02,AMER,56.64,1,5100.75,0,0
SHP-000296,2024-11,1,BAT-000340,PLT-06,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-01,EMEA,59.31,1,4819.76,0,0
SHP-000297,2026-03,17,BAT-003890,PLT-06,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-05,LATAM,29.17,1,2742.76,0,0
SHP-000298,2026-06,20,BAT-004593,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-09,AMER,80.83,1,11239.48,0,1
SHP-000299,2026-05,19,BAT-004366,PLT-02,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-12,LATAM,35.01,1,3326.92,0,1
SHP-000300,2025-03,5,BAT-001272,PLT-05,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-08,EMEA,47.17,1,4397.09,0,0
SHP-000301,2024-11,1,BAT-000272,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-11,EMEA,26.87,1,2595.96,0,0
SHP-000302,2026-05,19,BAT-004205,PLT-06,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-07,APAC,36.8,1,4520.16,1,1
SHP-000303,2026-04,18,BAT-003967,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-07,APAC,2.64,1,178.78,0,1
SHP-000304,2026-09,23,BAT-005165,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-02,AMER,28.14,1,2245.07,0,1
SHP-000305,2025-02,4,BAT-001098,PLT-03,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-08,EMEA,17.14,1,1587.35,0,0
SHP-000306,2025-08,10,BAT-002268,PLT-04,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-11,EMEA,30.97,1,3310.24,0,0
SHP-000307,2025-07,9,BAT-002098,PLT-01,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-01,EMEA,49.23,1,5364.1,0,0
SHP-000308,2026-01,15,BAT-003517,PLT-03,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-04,EMEA,24.23,1,2932.93,0,0
SHP-000309,2025-05,7,BAT-001581,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-15,EMEA,14.09,0,2022.88,0,0
SHP-000310,2026-02,16,BAT-003731,PLT-02,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-14,APAC,50.09,1,6055.14,0,0
SHP-000311,2026-07,21,BAT-004824,PLT-06,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-04,EMEA,43.5,1,4555.32,0,1
SHP-000312,2025-09,11,BAT-002545,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-05,LATAM,42.44,1,5627.92,0,0
SHP-000313,2025-04,6,BAT-001507,PLT-04,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-10,APAC,33.12,1,3509.45,0,0
SHP-000314,2026-01,15,BAT-003359,PLT-02,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-04,EMEA,14.97,1,886.9,1,0
SHP-000315,2025-03,5,BAT-001290,PLT-01,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-06,AMER,28.04,1,3162.67,0,0
SHP-000316,2024-12,2,BAT-000503,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-11,EMEA,31.27,0,3270.55,0,0
SHP-000317,2025-10,12,BAT-002759,PLT-05,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-08,EMEA,24.79,1,2809.25,0,0
SHP-000318,2025-01,3,BAT-000798,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-14,APAC,72.91,1,10487.42,0,0
SHP-000319,2026-05,19,BAT-004183,PLT-02,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-14,APAC,96.05,1,9292.17,0,1
SHP-000320,2025-12,14,BAT-003229,PLT-04,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-14,APAC,58.16,1,5833.63,0,0
SHP-000321,2024-10,0,BAT-000141,PLT-04,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-15,EMEA,64.03,0,8610.53,0,0
SHP-000322,2026-05,19,BAT-004258,PLT-02,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-02,AMER,108.48,1,9738.1,0,1
SHP-000323,2024-11,1,BAT-000439,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-11,EMEA,53.74,1,5803.66,0,0
SHP-000324,2026-09,23,BAT-005154,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-01,EMEA,51.43,1,4849.97,0,1
SHP-000325,2025-07,9,BAT-001996,PLT-03,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-08,EMEA,1.7,1,130.0,1,0
SHP-000326,2026-08,22,BAT-004931,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-05,LATAM,18.79,1,1145.2,0,1
SHP-000327,2025-01,3,BAT-000807,PLT-01,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-06,AMER,56.99,1,7034.14,0,0
SHP-000328,2026-05,19,BAT-004369,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-06,AMER,31.49,1,3466.36,0,1
SHP-000329,2025-05,7,BAT-001649,PLT-04,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-12,LATAM,30.85,1,2789.61,0,0
SHP-000330,2026-06,20,BAT-004535,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-12,LATAM,36.07,1,4209.47,0,1
