po_id,period,period_idx,supplier_id,region,geo_risk,material_id,qty_t,on_time_in_full,actual_lead_days,planned_lead_days,po_value,quality_reject,cs_active,lead_time_variance
PO-000493,2025-03,5,SUP-09,AMER,Low,RM-19,157.92,1,13.9,14.0,48544.63,0,0,-0.09999999999999964
PO-000494,2025-03,5,SUP-09,AMER,Low,RM-06,110.22,1,15.8,14.0,362177.57,0,0,1.8000000000000007
PO-000495,2025-03,5,SUP-09,AMER,Low,RM-18,57.79,1,10.8,14.0,147019.26,0,0,-3.1999999999999993
PO-000496,2025-03,5,SUP-09,AMER,Low,RM-05,220.19,1,14.7,14.0,42013.03,0,0,0.6999999999999993
PO-000497,2025-03,5,SUP-09,AMER,Low,RM-02,207.76,1,11.1,14.0,173978.82,0,0,-2.9000000000000004
PO-000498,2025-03,5,SUP-09,AMER,Low,RM-02,92.23,1,13.4,14.0,77237.18,0,0,-0.5999999999999996
PO-000499,2025-03,5,SUP-09,AMER,Low,RM-09,105.11,1,13.8,14.0,71307.16,0,0,-0.1999999999999993
PO-000500,2025-03,5,SUP-09,AMER,Low,RM-16,205.49,1,5.4,14.0,93660.27,0,0,-8.6
PO-000501,2025-03,5,SUP-10,EMEA,Medium,RM-06,230.59,1,27.9,24.0,757712.52,0,0,3.8999999999999986
PO-000502,2025-03,5,SUP-10,EMEA,Medium,RM-13,171.19,1,23.0,24.0,61698.14,0,0,-1.0
PO-000503,2025-03,5,SUP-10,EMEA,Medium,RM-01,69.33,1,27.1,24.0,60263.83,0,0,3.1000000000000014
PO-000504,2025-03,5,SUP-10,EMEA,Medium,RM-05,73.7,1,20.6,24.0,14061.52,0,0,-3.3999999999999986
PO-000505,2025-03,5,SUP-10,EMEA,Medium,RM-14,259.5,1,24.3,24.0,104525.34,0,0,0.3000000000000007
PO-000506,2025-03,5,SUP-10,EMEA,Medium,RM-13,200.16,1,21.5,24.0,72136.42,0,0,-2.5
PO-000507,2025-03,5,SUP-10,EMEA,Medium,RM-06,242.08,1,23.9,24.0,795489.03,0,0,-0.10000000000000142
PO-000508,2025-04,6,SUP-01,EMEA,Low,RM-06,103.93,1,17.4,12.0,340633.19,0,0,5.399999999999999
PO-000509,2025-04,6,SUP-01,EMEA,Low,RM-18,106.07,1,12.8,12.0,269140.31,0,0,0.8000000000000007
PO-000510,2025-04,6,SUP-01,EMEA,Low,RM-18,164.93,1,11.4,12.0,418479.5,0,0,-0.5999999999999996
PO-000511,2025-04,6,SUP-01,EMEA,Low,RM-13,183.64,1,12.5,12.0,66011.8,0,0,0.5
PO-000512,2025-04,6,SUP-01,EMEA,Low,RM-02,114.71,1,13.0,12.0,95810.5,0,0,1.0
PO-000513,2025-04,6,SUP-01,EMEA,Low,RM-20,155.83,1,11.5,12.0,321262.7,0,0,-0.5
PO-000514,2025-04,6,SUP-01,EMEA,Low,RM-20,44.78,1,11.5,12.0,92312.31,0,0,-0.5
PO-000515,2025-04,6,SUP-01,EMEA,Low,RM-01,45.6,1,14.1,12.0,39535.41,0,0,2.0999999999999996
PO-000516,2025-04,6,SUP-01,EMEA,Low,RM-16,101.67,1,9.4,12.0,46220.83,0,0,-2.5999999999999996
PO-000517,2025-04,6,SUP-01,EMEA,Low,RM-17,230.42,1,16.2,12.0,401960.39,0,0,4.199999999999999
PO-000518,2025-04,6,SUP-02,AMER,Low,RM-10,96.96,1,14.3,18.0,120961.26,0,0,-3.6999999999999993
PO-000519,2025-04,6,SUP-02,AMER,Low,RM-16,236.94,1,18.9,18.0,107715.51,0,0,0.8999999999999986
PO-000520,2025-04,6,SUP-02,AMER,Low,RM-17,107.62,1,15.2,18.0,187745.62,0,0,-2.8000000000000007
PO-000521,2025-04,6,SUP-02,AMER,Low,RM-19,95.46,1,22.0,18.0,29269.32,0,0,4.0
PO-000522,2025-04,6,SUP-02,AMER,Low,RM-13,181.98,1,19.0,18.0,65416.32,0,0,1.0
PO-000523,2025-04,6,SUP-02,AMER,Low,RM-17,157.33,1,17.1,18.0,274448.68,0,0,-0.8999999999999986
PO-000524,2025-04,6,SUP-02,AMER,Low,RM-15,74.85,1,20.4,18.0,69640.75,0,0,2.3999999999999986
PO-000525,2025-04,6,SUP-03,APAC,Medium,RM-15,217.96,1,35.0,34.0,202780.6,0,0,1.0
PO-000526,2025-04,6,SUP-03,APAC,Medium,RM-11,213.34,1,39.9,34.0,507489.42,0,0,5.899999999999999
PO-000527,2025-04,6,SUP-03,APAC,Medium,RM-16,243.77,1,38.0,34.0,110821.3,0,0,4.0
PO-000528,2025-04,6,SUP-03,APAC,Medium,RM-15,182.35,1,30.8,34.0,169657.15,0,0,-3.1999999999999993
PO-000529,2025-04,6,SUP-03,APAC,Medium,RM-08,56.65,0,31.0,34.0,43123.06,0,0,-3.0
PO-000530,2025-04,6,SUP-03,APAC,Medium,RM-13,245.6,0,38.0,34.0,88285.9,0,0,4.0
PO-000531,2025-04,6,SUP-03,APAC,Medium,RM-03,115.96,1,33.9,34.0,117693.59,0,0,-0.10000000000000142
PO-000532,2025-04,6,SUP-04,EMEA,Low,RM-04,238.28,1,9.3,10.0,103287.14,0,0,-0.6999999999999993
PO-000533,2025-04,6,SUP-04,EMEA,Low,RM-10,146.53,1,9.0,10.0,182808.36,0,0,-1.0
PO-000534,2025-04,6,SUP-04,EMEA,Low,RM-14,215.71,1,11.1,10.0,86664.02,0,0,1.0999999999999996
PO-000535,2025-04,6,SUP-04,EMEA,Low,RM-13,254.41,1,5.8,10.0,91450.11,0,0,-4.2
PO-000536,2025-04,6,SUP-04,EMEA,Low,RM-19,49.33,1,11.2,10.0,15123.35,0,0,1.1999999999999993
PO-000537,2025-04,6,SUP-04,EMEA,Low,RM-20,245.5,1,16.7,10.0,506123.98,0,0,6.699999999999999
PO-000538,2025-04,6,SUP-04,EMEA,Low,RM-17,124.7,0,10.0,10.0,217527.3,0,0,0.0
PO-000539,2025-04,6,SUP-04,EMEA,Low,RM-14,247.28,1,14.6,10.0,99344.93,0,0,4.6
PO-000540,2025-04,6,SUP-04,EMEA,Low,RM-19,132.71,1,13.4,10.0,40688.42,0,0,3.4000000000000004
PO-000541,2025-04,6,SUP-04,EMEA,Low,RM-09,211.64,1,8.5,10.0,143206.15,0,0,-1.5
PO-000542,2025-04,6,SUP-04,EMEA,Low,RM-12,235.28,1,8.0,10.0,64673.87,0,0,-2.0
PO-000543,2025-04,6,SUP-05,LATAM,Medium,RM-18,155.1,1,31.1,26.0,393552.68,0,0,5.100000000000001
PO-000544,2025-04,6,SUP-05,LATAM,Medium,RM-04,249.96,0,32.5,26.0,108348.99,0,0,6.5
PO-000545,2025-04,6,SUP-05,LATAM,Medium,RM-14,53.82,1,24.6,26.0,21620.87,0,0,-1.3999999999999986
PO-000546,2025-04,6,SUP-05,LATAM,Medium,RM-09,120.19,1,22.0,26.0,81326.63,0,0,-4.0
PO-000547,2025-04,6,SUP-05,LATAM,Medium,RM-14,244.01,1,27.7,26.0,98031.78,0,0,1.6999999999999993
PO-000548,2025-04,6,SUP-05,LATAM,Medium,RM-09,180.26,1,21.2,26.0,121969.84,0,0,-4.800000000000001
PO-000549,2025-04,6,SUP-05,LATAM,Medium,RM-04,239.1,1,28.9,26.0,103643.14,0,0,2.8999999999999986
PO-000550,2025-04,6,SUP-05,LATAM,Medium,RM-18,156.63,1,26.5,26.0,397427.21,0,0,0.5
PO-000551,2025-04,6,SUP-05,LATAM,Medium,RM-03,120.34,1,28.6,26.0,122137.44,0,0,2.6000000000000014
PO-000552,2025-04,6,SUP-05,LATAM,Medium,RM-05,71.53,1,25.4,26.0,13612.28,0,0,-0.6000000000000014
PO-000553,2025-04,6,SUP-06,APAC,Medium,RM-04,201.88,1,27.2,29.0,87509.94,0,0,-1.8000000000000007
PO-000554,2025-04,6,SUP-06,APAC,Medium,RM-05,231.18,1,30.1,29.0,43994.76,0,0,1.1000000000000014
PO-000555,2025-04,6,SUP-06,APAC,Medium,RM-12,100.44,1,30.6,29.0,27609.81,0,0,1.6000000000000014
PO-000556,2025-04,6,SUP-06,APAC,Medium,RM-16,257.94,1,24.9,29.0,117265.7,0,0,-4.100000000000001
PO-000557,2025-04,6,SUP-06,APAC,Medium,RM-05,242.7,1,33.9,29.0,46187.12,1,0,4.899999999999999
PO-000558,2025-04,6,SUP-06,APAC,Medium,RM-13,46.0,1,30.7,29.0,16535.86,0,0,1.6999999999999993
PO-000559,2025-04,6,SUP-07,EMEA,High,RM-15,41.08,1,26.4,22.0,38223.95,0,0,4.399999999999999
PO-000560,2025-04,6,SUP-07,EMEA,High,RM-01,55.17,1,22.2,22.0,47830.39,0,0,0.1999999999999993
PO-000561,2025-04,6,SUP-07,EMEA,High,RM-06,205.6,1,19.3,22.0,673851.61,0,0,-2.6999999999999993
PO-000562,2025-04,6,SUP-07,EMEA,High,RM-05,56.34,1,22.3,22.0,10722.56,0,0,0.3000000000000007
PO-000563,2025-04,6,SUP-07,EMEA,High,RM-16,132.48,1,22.1,22.0,60228.65,0,0,0.10000000000000142
PO-000564,2025-04,6,SUP-07,EMEA,High,RM-10,251.89,1,18.6,22.0,314242.49,0,0,-3.3999999999999986
PO-000565,2025-04,6,SUP-07,EMEA,High,RM-19,114.2,1,21.0,22.0,35015.06,0,0,-1.0
PO-000566,2025-04,6,SUP-07,EMEA,High,RM-08,50.92,1,26.4,22.0,38757.99,0,0,4.399999999999999
PO-000567,2025-04,6,SUP-07,EMEA,High,RM-10,197.35,1,23.9,22.0,246203.07,0,0,1.8999999999999986
PO-000568,2025-04,6,SUP-07,EMEA,High,RM-07,126.56,1,18.6,22.0,3813566.28,0,0,-3.3999999999999986
PO-000569,2025-04,6,SUP-08,APAC,Low,RM-01,154.15,1,21.4,20.0,133638.65,0,0,1.3999999999999986
PO-000570,2025-04,6,SUP-08,APAC,Low,RM-13,248.86,1,18.5,20.0,89456.13,0,0,-1.5
PO-000571,2025-04,6,SUP-08,APAC,Low,RM-20,125.97,1,19.9,20.0,259699.73,0,0,-0.10000000000000142
PO-000572,2025-04,6,SUP-08,APAC,Low,RM-08,174.85,1,19.6,20.0,133102.08,0,0,-0.3999999999999986
PO-000573,2025-04,6,SUP-08,APAC,Low,RM-20,244.31,0,15.5,20.0,503684.07,0,0,-4.5
PO-000574,2025-04,6,SUP-08,APAC,Low,RM-13,68.66,1,23.3,20.0,24682.43,0,0,3.3000000000000007
PO-000575,2025-04,6,SUP-08,APAC,Low,RM-10,185.18,1,21.0,20.0,231017.81,0,0,1.0
PO-000576,2025-04,6,SUP-09,AMER,Low,RM-18,91.58,1,13.8,14.0,232367.47,0,0,-0.1999999999999993
PO-000577,2025-04,6,SUP-09,AMER,Low,RM-08,122.22,1,8.5,14.0,93035.09,0,0,-5.5
PO-000578,2025-04,6,SUP-09,AMER,Low,RM-11,90.12,1,14.3,14.0,214385.3,0,0,0.3000000000000007
PO-000579,2025-04,6,SUP-09,AMER,Low,RM-18,192.49,1,12.7,14.0,488433.8,0,0,-1.3000000000000007
PO-000580,2025-04,6,SUP-09,AMER,Low,RM-19,50.45,1,13.7,14.0,15467.75,0,0,-0.3000000000000007
PO-000581,2025-04,6,SUP-09,AMER,Low,RM-12,91.96,1,14.9,14.0,25279.08,0,0,0.9000000000000004
PO-000582,2025-04,6,SUP-10,EMEA,Medium,RM-18,105.92,1,19.9,24.0,268751.94,0,0,-4.100000000000001
PO-000583,2025-04,6,SUP-10,EMEA,Medium,RM-04,174.84,1,24.0,24.0,75789.32,0,0,0.0
PO-000584,2025-04,6,SUP-10,EMEA,Medium,RM-07,96.22,1,24.7,24.0,2899150.7,0,0,0.6999999999999993
PO-000585,2025-04,6,SUP-10,EMEA,Medium,RM-14,83.32,1,21.7,24.0,33475.27,0,0,-2.3000000000000007
PO-000586,2025-04,6,SUP-10,EMEA,Medium,RM-14,145.68,1,19.7,24.0,58526.05,0,0,-4.300000000000001
PO-000587,2025-04,6,SUP-10,EMEA,Medium,RM-20,95.94,0,24.8,24.0,197795.91,0,0,0.8000000000000007
PO-000588,2025-05,7,SUP-01,EMEA,Low,RM-10,216.81,1,16.9,12.0,268354.4,0,0,4.899999999999999
PO-000589,2025-05,7,SUP-01,EMEA,Low,RM-13,110.02,1,7.4,12.0,39237.36,0,0,-4.6
PO-000590,2025-05,7,SUP-01,EMEA,Low,RM-13,169.1,1,16.0,12.0,60306.96,0,0,4.0
PO-000591,2025-05,7,SUP-01,EMEA,Low,RM-05,95.56,1,13.2,12.0,18042.04,0,0,1.1999999999999993
PO-000592,2025-05,7,SUP-01,EMEA,Low,RM-02,92.25,1,2.9,12.0,76442.58,0,0,-9.1
PO-000593,2025-05,7,SUP-01,EMEA,Low,RM-05,100.91,0,9.4,12.0,19053.16,0,0,-2.5999999999999996
PO-000594,2025-05,7,SUP-02,AMER,Low,RM-11,90.13,1,18.0,18.0,212729.51,0,0,0.0
PO-000595,2025-05,7,SUP-02,AMER,Low,RM-02,208.08,1,16.5,18.0,172426.94,0,0,-1.5
PO-000596,2025-05,7,SUP-02,AMER,Low,RM-19,76.04,1,13.2,18.0,23131.74,0,0,-4.800000000000001
PO-000597,2025-05,7,SUP-02,AMER,Low,RM-13,248.98,1,12.1,18.0,88796.94,0,0,-5.9
PO-000598,2025-05,7,SUP-02,AMER,Low,RM-18,218.5,1,19.6,18.0,550069.54,0,0,1.6000000000000014
PO-000599,2025-05,7,SUP-02,AMER,Low,RM-04,87.82,1,20.3,18.0,37768.36,0,0,2.3000000000000007
PO-000600,2025-05,7,SUP-02,AMER,Low,RM-11,138.96,1,11.6,18.0,327974.4,0,0,-6.4
PO-000601,2025-05,7,SUP-02,AMER,Low,RM-13,52.5,1,18.0,18.0,18722.35,0,0,0.0
PO-000602,2025-05,7,SUP-02,AMER,Low,RM-14,228.65,1,14.8,18.0,91139.76,0,0,-3.1999999999999993
PO-000603,2025-05,7,SUP-02,AMER,Low,RM-07,123.73,1,23.7,18.0,3698895.75,0,0,5.699999999999999
PO-000604,2025-05,7,SUP-02,AMER,Low,RM-01,41.61,1,23.7,18.0,35794.11,0,0,5.699999999999999
PO-000605,2025-05,7,SUP-03,APAC,Medium,RM-14,211.84,1,32.8,34.0,84438.35,0,0,-1.2000000000000028
PO-000606,2025-05,7,SUP-03,APAC,Medium,RM-12,48.54,1,37.0,34.0,13236.78,0,0,3.0
PO-000607,2025-05,7,SUP-03,APAC,Medium,RM-07,66.08,1,34.9,34.0,1975388.83,0,0,0.8999999999999986
PO-000608,2025-05,7,SUP-03,APAC,Medium,RM-01,70.32,1,37.9,34.0,60484.02,0,0,3.8999999999999986
PO-000609,2025-05,7,SUP-03,APAC,Medium,RM-11,148.66,1,34.6,34.0,350856.5,0,0,0.6000000000000014
PO-000610,2025-05,7,SUP-03,APAC,Medium,RM-11,252.1,0,36.1,34.0,594991.69,0,0,2.1000000000000014
PO-000611,2025-05,7,SUP-03,APAC,Medium,RM-01,140.59,1,36.8,34.0,120928.27,0,0,2.799999999999997
PO-000612,2025-05,7,SUP-03,APAC,Medium,RM-12,224.37,1,29.7,34.0,61191.45,0,0,-4.300000000000001
PO-000613,2025-05,7,SUP-03,APAC,Medium,RM-04,140.41,1,31.5,34.0,60386.82,0,0,-2.5
PO-000614,2025-05,7,SUP-04,EMEA,Low,RM-17,194.75,1,10.1,10.0,337061.96,0,0,0.09999999999999964
PO-000615,2025-05,7,SUP-04,EMEA,Low,RM-17,258.47,1,12.8,10.0,447344.33,0,0,2.8000000000000007
PO-000616,2025-05,7,SUP-04,EMEA,Low,RM-01,136.81,1,8.2,10.0,117671.85,0,0,-1.8000000000000007
PO-000617,2025-05,7,SUP-04,EMEA,Low,RM-08,109.96,1,9.6,10.0,83046.73,0,0,-0.40000000000000036
PO-000618,2025-05,7,SUP-04,EMEA,Low,RM-02,40.11,1,12.4,10.0,33237.68,0,0,2.4000000000000004
PO-000619,2025-05,7,SUP-04,EMEA,Low,RM-04,149.26,1,11.5,10.0,64192.36,0,0,1.5
PO-000620,2025-05,7,SUP-04,EMEA,Low,RM-20,70.23,1,7.6,10.0,143658.46,0,0,-2.4000000000000004
PO-000621,2025-05,7,SUP-04,EMEA,Low,RM-10,67.34,1,5.2,10.0,83350.04,0,0,-4.8
PO-000622,2025-05,7,SUP-05,LATAM,Medium,RM-11,62.06,1,25.9,26.0,146474.41,0,0,-0.10000000000000142
PO-000623,2025-05,7,SUP-05,LATAM,Medium,RM-16,208.47,1,26.5,26.0,94030.76,0,0,0.5
PO-000624,2025-05,7,SUP-05,LATAM,Medium,RM-11,121.42,1,23.2,26.0,286566.97,0,0,-2.8000000000000007
PO-000625,2025-05,7,SUP-05,LATAM,Medium,RM-19,173.64,1,25.3,26.0,52819.12,0,0,-0.6999999999999993
PO-000626,2025-05,7,SUP-05,LATAM,Medium,RM-13,61.33,1,28.7,26.0,21872.02,0,0,2.6999999999999993
PO-000627,2025-05,7,SUP-05,LATAM,Medium,RM-11,255.91,1,27.8,26.0,603972.41,0,0,1.8000000000000007
PO-000628,2025-05,7,SUP-06,APAC,Medium,RM-09,116.27,1,31.3,29.0,78057.14,0,0,2.3000000000000007
PO-000629,2025-05,7,SUP-06,APAC,Medium,RM-12,53.23,1,23.5,29.0,14515.9,0,0,-5.5
PO-000630,2025-05,7,SUP-06,APAC,Medium,RM-16,248.12,1,34.5,29.0,111911.8,0,0,5.5
PO-000631,2025-05,7,SUP-06,APAC,Medium,RM-04,247.09,1,24.7,29.0,106265.13,0,0,-4.300000000000001
PO-000632,2025-05,7,SUP-06,APAC,Medium,RM-09,212.95,1,35.7,29.0,142956.35,0,0,6.700000000000003
PO-000633,2025-05,7,SUP-06,APAC,Medium,RM-18,92.51,1,30.9,29.0,232894.29,0,0,1.8999999999999986
PO-000634,2025-05,7,SUP-06,APAC,Medium,RM-01,193.03,1,34.4,29.0,166030.95,0,0,5.399999999999999
PO-000635,2025-05,7,SUP-06,APAC,Medium,RM-14,122.57,1,30.5,29.0,48856.07,0,0,1.5
PO-000636,2025-05,7,SUP-06,APAC,Medium,RM-10,252.23,1,25.5,29.0,312194.71,0,0,-3.5
PO-000637,2025-05,7,SUP-06,APAC,Medium,RM-16,165.59,1,31.6,29.0,74690.66,0,0,2.6000000000000014
PO-000638,2025-05,7,SUP-07,EMEA,High,RM-07,73.23,1,21.6,22.0,2189084.67,0,0,-0.3999999999999986
PO-000639,2025-05,7,SUP-07,EMEA,High,RM-16,119.83,1,25.9,22.0,54048.77,0,0,3.8999999999999986
PO-000640,2025-05,7,SUP-07,EMEA,High,RM-15,162.1,0,24.2,22.0,149626.52,0,0,2.1999999999999993
PO-000641,2025-05,7,SUP-07,EMEA,High,RM-07,156.7,1,25.2,22.0,4684666.96,0,0,3.1999999999999993
PO-000642,2025-05,7,SUP-07,EMEA,High,RM-08,110.82,1,22.1,22.0,83693.16,1,0,0.10000000000000142
PO-000643,2025-05,7,SUP-07,EMEA,High,RM-20,60.76,1,20.4,22.0,124283.04,0,0,-1.6000000000000014
PO-000644,2025-05,7,SUP-07,EMEA,High,RM-14,97.5,1,23.4,22.0,38864.99,0,0,1.3999999999999986
PO-000645,2025-05,7,SUP-07,EMEA,High,RM-11,128.69,1,24.7,22.0,303724.56,0,0,2.6999999999999993
PO-000646,2025-05,7,SUP-07,EMEA,High,RM-16,222.57,1,23.5,22.0,100388.11,0,0,1.5
PO-000647,2025-05,7,SUP-08,APAC,Low,RM-03,82.73,1,18.3,20.0,83309.91,0,0,-1.6999999999999993
PO-000648,2025-05,7,SUP-08,APAC,Low,RM-04,64.23,1,14.8,20.0,27623.61,0,0,-5.199999999999999
PO-000649,2025-05,7,SUP-08,APAC,Low,RM-01,90.51,1,17.3,20.0,77854.45,0,0,-2.6999999999999993
PO-000650,2025-05,7,SUP-08,APAC,Low,RM-13,202.79,1,23.7,20.0,72322.85,0,0,3.6999999999999993
PO-000651,2025-05,7,SUP-08,APAC,Low,RM-01,236.51,0,18.9,20.0,203427.68,0,0,-1.1000000000000014
PO-000652,2025-05,7,SUP-08,APAC,Low,RM-18,49.18,1,23.4,20.0,123811.47,0,0,3.3999999999999986
PO-000653,2025-05,7,SUP-08,APAC,Low,RM-09,45.89,1,22.9,20.0,30806.22,0,0,2.8999999999999986
PO-000654,2025-05,7,SUP-08,APAC,Low,RM-06,190.31,1,26.5,20.0,618833.69,0,0,6.5
PO-000655,2025-05,7,SUP-08,APAC,Low,RM-19,123.32,1,23.0,20.0,37512.91,0,0,3.0
PO-000656,2025-05,7,SUP-09,AMER,Low,RM-14,235.42,1,17.2,14.0,93837.99,0,0,3.1999999999999993
PO-000657,2025-05,7,SUP-09,AMER,Low,RM-15,77.1,0,10.7,14.0,71169.49,0,0,-3.3000000000000007
PO-000658,2025-05,7,SUP-09,AMER,Low,RM-11,101.47,1,16.6,14.0,239476.41,0,0,2.6000000000000014
PO-000659,2025-05,7,SUP-09,AMER,Low,RM-07,231.34,1,16.0,14.0,6916020.26,0,0,2.0
PO-000660,2025-05,7,SUP-09,AMER,Low,RM-04,67.92,1,15.9,14.0,29210.29,0,0,1.9000000000000004
PO-000661,2025-05,7,SUP-09,AMER,Low,RM-04,251.55,1,17.3,14.0,108183.74,0,0,3.3000000000000007
PO-000662,2025-05,7,SUP-09,AMER,Low,RM-11,198.42,1,14.8,14.0,468292.27,0,0,0.8000000000000007
PO-000663,2025-05,7,SUP-09,AMER,Low,RM-08,103.91,1,13.8,14.0,78476.56,0,0,-0.1999999999999993
PO-000664,2025-05,7,SUP-09,AMER,Low,RM-14,191.25,1,17.6,14.0,76231.91,0,0,3.6000000000000014
PO-000665,2025-05,7,SUP-09,AMER,Low,RM-11,228.31,0,11.3,14.0,538833.58,0,0,-2.6999999999999993
PO-000666,2025-05,7,SUP-10,EMEA,Medium,RM-11,254.72,1,23.0,24.0,601162.06,0,0,-1.0
PO-000667,2025-05,7,SUP-10,EMEA,Medium,RM-07,77.97,0,16.9,24.0,2330797.0,0,0,-7.100000000000001
PO-000668,2025-05,7,SUP-10,EMEA,Medium,RM-18,179.14,1,21.9,24.0,450983.74,0,0,-2.1000000000000014
PO-000669,2025-05,7,SUP-10,EMEA,Medium,RM-16,190.73,1,20.7,24.0,86028.45,0,0,-3.3000000000000007
PO-000670,2025-05,7,SUP-10,EMEA,Medium,RM-19,203.75,1,23.7,24.0,61980.64,0,0,-0.3000000000000007
PO-000671,2025-05,7,SUP-10,EMEA,Medium,RM-10,99.61,1,23.1,24.0,123290.33,0,0,-0.8999999999999986
PO-000672,2025-05,7,SUP-10,EMEA,Medium,RM-03,81.76,1,23.2,24.0,82326.97,0,0,-0.8000000000000007
PO-000673,2025-05,7,SUP-10,EMEA,Medium,RM-15,41.03,1,22.0,24.0,37872.23,0,0,-2.0
PO-000674,2025-05,7,SUP-10,EMEA,Medium,RM-20,101.9,1,21.7,24.0,208432.01,0,0,-2.3000000000000007
PO-000675,2025-06,8,SUP-01,EMEA,Low,RM-07,90.12,1,8.0,12.0,2660551.92,0,0,-4.0
PO-000676,2025-06,8,SUP-01,EMEA,Low,RM-09,139.25,1,14.7,12.0,92319.28,0,0,2.6999999999999993
PO-000677,2025-06,8,SUP-01,EMEA,Low,RM-02,217.37,1,13.4,12.0,177892.45,0,0,1.4000000000000004
PO-000678,2025-06,8,SUP-01,EMEA,Low,RM-19,162.46,1,8.2,12.0,48806.24,0,0,-3.8000000000000007
PO-000679,2025-06,8,SUP-01,EMEA,Low,RM-02,171.42,1,14.6,12.0,140288.12,0,0,2.5999999999999996
PO-000680,2025-06,8,SUP-01,EMEA,Low,RM-11,64.29,1,14.6,12.0,149847.32,0,0,2.5999999999999996
PO-000681,2025-06,8,SUP-01,EMEA,Low,RM-02,218.05,1,12.5,12.0,178444.98,0,0,0.5
PO-000682,2025-06,8,SUP-02,AMER,Low,RM-07,100.9,1,11.4,18.0,2978858.3,0,0,-6.6
PO-000683,2025-06,8,SUP-02,AMER,Low,RM-05,247.58,1,16.3,18.0,46165.27,0,0,-1.6999999999999993
PO-000684,2025-06,8,SUP-02,AMER,Low,RM-06,197.69,1,14.2,18.0,634838.35,0,0,-3.8000000000000007
PO-000685,2025-06,8,SUP-02,AMER,Low,RM-06,136.0,1,17.9,18.0,436734.86,0,0,-0.10000000000000142
PO-000686,2025-06,8,SUP-02,AMER,Low,RM-16,200.7,1,11.7,18.0,89398.56,0,0,-6.300000000000001
PO-000687,2025-06,8,SUP-02,AMER,Low,RM-07,201.19,1,16.2,18.0,5939931.85,0,0,-1.8000000000000007
PO-000688,2025-06,8,SUP-03,APAC,Medium,RM-19,95.96,1,29.6,34.0,28826.39,0,0,-4.399999999999999
PO-000689,2025-06,8,SUP-03,APAC,Medium,RM-13,206.86,1,28.3,34.0,72859.14,0,0,-5.699999999999999
PO-000690,2025-06,8,SUP-03,APAC,Medium,RM-18,224.33,1,37.1,34.0,557725.27,0,0,3.1000000000000014
PO-000691,2025-06,8,SUP-03,APAC,Medium,RM-18,99.68,1,34.1,34.0,247829.2,0,0,0.10000000000000142
PO-000692,2025-06,8,SUP-03,APAC,Medium,RM-08,88.44,1,33.5,34.0,65961.43,0,0,-0.5
PO-000693,2025-06,8,SUP-03,APAC,Medium,RM-03,255.8,0,34.0,34.0,254384.07,0,0,0.0
PO-000694,2025-06,8,SUP-03,APAC,Medium,RM-15,253.78,1,34.3,34.0,231344.22,0,0,0.29999999999999716
PO-000695,2025-06,8,SUP-03,APAC,Medium,RM-14,243.69,1,34.4,34.0,95928.07,0,0,0.3999999999999986
PO-000696,2025-06,8,SUP-03,APAC,Medium,RM-06,186.07,0,34.1,34.0,597515.49,0,0,0.10000000000000142
PO-000697,2025-06,8,SUP-03,APAC,Medium,RM-06,43.39,0,33.4,34.0,139332.76,0,0,-0.6000000000000014
PO-000698,2025-06,8,SUP-04,EMEA,Low,RM-03,164.34,1,9.9,10.0,163428.73,0,0,-0.09999999999999964
PO-000699,2025-06,8,SUP-04,EMEA,Low,RM-16,185.51,1,15.4,10.0,82633.41,0,0,5.4
PO-000700,2025-06,8,SUP-04,EMEA,Low,RM-09,173.71,1,10.6,10.0,115169.14,0,0,0.5999999999999996
PO-000701,2025-06,8,SUP-04,EMEA,Low,RM-04,70.2,1,9.8,10.0,29813.97,0,0,-0.1999999999999993
PO-000702,2025-06,8,SUP-04,EMEA,Low,RM-12,226.08,1,10.1,10.0,60890.26,0,0,0.09999999999999964
PO-000703,2025-06,8,SUP-04,EMEA,Low,RM-12,159.99,1,11.7,10.0,43090.68,0,0,1.6999999999999993
PO-000704,2025-06,8,SUP-04,EMEA,Low,RM-03,80.7,1,11.2,10.0,80255.02,0,0,1.1999999999999993
PO-000705,2025-06,8,SUP-05,LATAM,Medium,RM-07,60.01,1,23.0,26.0,1771789.9,0,0,-3.0
PO-000706,2025-06,8,SUP-05,LATAM,Medium,RM-17,195.76,1,29.9,26.0,334610.94,0,0,3.8999999999999986
PO-000707,2025-06,8,SUP-05,LATAM,Medium,RM-10,92.6,1,24.9,26.0,113195.93,0,0,-1.1000000000000014
PO-000708,2025-06,8,SUP-05,LATAM,Medium,RM-05,242.08,1,28.6,26.0,45138.92,0,0,2.6000000000000014
PO-000709,2025-06,8,SUP-05,LATAM,Medium,RM-13,224.57,1,18.6,26.0,79094.03,0,0,-7.399999999999999
PO-000710,2025-06,8,SUP-05,LATAM,Medium,RM-15,208.23,0,24.5,26.0,189824.36,0,0,-1.5
PO-000711,2025-06,8,SUP-06,APAC,Medium,RM-20,128.57,1,22.3,29.0,259709.82,0,0,-6.699999999999999
PO-000712,2025-06,8,SUP-06,APAC,Medium,RM-17,252.04,1,29.8,29.0,430804.43,0,0,0.8000000000000007
PO-000713,2025-06,8,SUP-06,APAC,Medium,RM-08,168.63,1,28.5,29.0,125770.54,0,0,-0.5
