batch_id,period,period_idx,plant_id,region,formula_id,product_id,product_family,oee,yield_pct,planned_qty_t,actual_qty_t,sold_qty_t,qc_failed,rm_cost_per_t,total_cost,revenue,cs_active,gross_margin,conv_cost_per_t_calc
BAT-000792,2025-01,3,PLT-05,LATAM,FRM-03,PRD-03,Solvents,0.7933,0.9383,45.31,42.52,42.52,0,556.34,34704.28,56887.52,0,22183.239999999998,209.58981681747946
BAT-000793,2025-01,3,PLT-01,EMEA,FRM-08,PRD-08,Surfactants,0.8825,0.93,33.74,31.38,31.38,0,1051.03,50035.37,68501.76,0,18466.389999999992,431.9388796680498
BAT-000794,2025-01,3,PLT-06,APAC,FRM-06,PRD-06,Coatings,0.8804,0.8893,30.3,26.95,26.95,0,1438.65,60192.83,89504.62,0,29311.789999999994,547.9120462046203
BAT-000795,2025-01,3,PLT-02,AMER,FRM-08,PRD-08,Surfactants,0.862,0.9599,41.49,39.82,39.82,0,1051.03,60532.04,87509.35,0,26977.310000000005,407.92492889852974
BAT-000796,2025-01,3,PLT-01,EMEA,FRM-03,PRD-03,Solvents,0.8858,0.9725,94.37,91.78,91.78,0,556.34,70395.89,121761.45,0,51365.56,189.6162360919783
BAT-000797,2025-01,3,PLT-06,APAC,FRM-11,PRD-11,Polymers,0.7383,0.956,36.79,35.17,35.17,0,733.12,37788.9,58344.77,0,20555.869999999995,294.0313998369123
BAT-000798,2025-01,3,PLT-06,APAC,FRM-10,PRD-10,Agrochem,0.7898,0.9127,79.89,72.91,72.91,0,580.04,65281.35,92812.37,0,27531.019999999997,237.10044310927526
BAT-000799,2025-01,3,PLT-03,APAC,FRM-06,PRD-06,Coatings,0.6553,0.8842,21.95,19.41,19.41,0,1438.65,46942.51,67935.08,0,20992.57,699.9609339407743
BAT-000800,2025-01,3,PLT-05,LATAM,FRM-05,PRD-05,Coatings,0.8059,0.8472,31.31,26.53,26.53,0,1325.34,57975.74,78045.48,0,20069.739999999998,526.3284765250719
BAT-000801,2025-01,3,PLT-06,APAC,FRM-09,PRD-09,Specialty,0.8479,0.8386,23.94,20.07,20.07,0,1618.63,50623.51,50452.89,0,-170.62000000000262,495.96941520467817
BAT-000802,2025-01,3,PLT-06,APAC,FRM-09,PRD-09,Specialty,0.807,0.7974,35.11,27.99,27.99,0,1618.63,78395.31,71226.33,0,-7168.979999999996,614.2184762176016
BAT-000803,2025-01,3,PLT-05,LATAM,FRM-08,PRD-08,Surfactants,0.7785,0.9261,37.33,34.57,34.57,0,1051.03,54246.02,78715.75,0,24469.730000000003,402.1181382266275
BAT-000804,2025-01,3,PLT-06,APAC,FRM-04,PRD-04,Agrochem,0.8288,0.9341,51.67,48.27,0.0,1,547.86,39522.8,0.0,0,-39522.8,217.04807044706797
BAT-000805,2025-01,3,PLT-06,APAC,FRM-03,PRD-03,Solvents,0.8327,0.9162,47.87,43.85,43.85,0,556.34,36495.28,60472.33,0,23977.050000000003,206.0431209525799
BAT-000806,2025-01,3,PLT-03,APAC,FRM-09,PRD-09,Specialty,0.6418,0.811,36.44,29.56,29.56,0,1618.63,80785.98,78636.8,0,-2149.179999999993,598.3288364434688
BAT-000807,2025-01,3,PLT-01,EMEA,FRM-10,PRD-10,Agrochem,0.8772,0.9436,60.4,56.99,56.99,0,580.04,46679.1,70370.97,0,23691.870000000003,192.79278145695366
BAT-000808,2025-01,3,PLT-02,AMER,FRM-10,PRD-10,Agrochem,0.8658,0.93,78.71,73.2,73.2,0,580.04,64100.39,85594.87,0,21494.479999999996,234.3468631685937
BAT-000809,2025-01,3,PLT-02,AMER,FRM-05,PRD-05,Coatings,0.8941,0.8708,26.57,23.14,23.14,0,1325.34,48339.42,65973.57,0,17634.15000000001,493.9832969514489
BAT-000810,2025-01,3,PLT-03,APAC,FRM-09,PRD-09,Specialty,0.6451,0.8048,40.63,32.7,32.7,0,1618.63,89670.96,82041.75,0,-7629.210000000006,588.3835367954712
BAT-000811,2025-01,3,PLT-02,AMER,FRM-02,PRD-02,Polymers,0.7947,0.8929,27.33,24.4,24.4,0,893.07,33202.06,46960.55,0,13758.490000000005,321.7876655689719
BAT-000812,2025-01,3,PLT-01,EMEA,FRM-11,PRD-11,Polymers,0.9079,0.987,45.07,44.49,44.49,0,733.12,45211.1,74522.84,0,29311.739999999998,270.01068560017745
BAT-000813,2025-01,3,PLT-04,EMEA,FRM-02,PRD-02,Polymers,0.8419,0.9157,36.22,33.16,33.16,0,893.07,44303.08,66938.25,0,22635.17,330.0962065157372
BAT-000814,2025-01,3,PLT-05,LATAM,FRM-01,PRD-01,Polymers,0.7408,0.9424,19.73,18.59,18.59,0,762.04,21346.22,32029.31,0,10683.09,319.8768778509884
BAT-000815,2025-01,3,PLT-06,APAC,FRM-04,PRD-04,Agrochem,0.8323,0.9014,61.17,55.13,55.13,0,547.86,45666.3,66480.56,0,20814.259999999995,198.68732712113786
BAT-000816,2025-01,3,PLT-04,EMEA,FRM-02,PRD-02,Polymers,0.9038,0.9023,50.55,45.61,45.61,0,893.07,60736.45,86054.77,0,25318.320000000007,308.4423639960436
BAT-000817,2025-01,3,PLT-02,AMER,FRM-05,PRD-05,Coatings,0.8707,0.9112,23.31,21.24,21.24,0,1325.34,41827.0,63333.78,0,21506.78,469.0400943800946
BAT-000818,2025-01,3,PLT-06,APAC,FRM-05,PRD-05,Coatings,0.7661,0.8607,31.53,27.14,27.14,0,1325.34,58434.01,79459.63,0,21025.620000000003,527.9429051696798
BAT-000819,2025-01,3,PLT-05,LATAM,FRM-04,PRD-04,Agrochem,0.7527,0.9292,47.73,44.35,44.35,0,547.86,36527.65,51326.01,0,14798.36,217.4375068091348
BAT-000820,2025-01,3,PLT-02,AMER,FRM-01,PRD-01,Polymers,0.851,0.9382,49.94,46.85,46.85,0,762.04,52948.72,79529.1,0,26580.380000000005,298.20669603524243
BAT-000821,2025-01,3,PLT-01,EMEA,FRM-01,PRD-01,Polymers,0.8736,0.9589,54.17,51.95,51.95,0,762.04,55688.42,88721.82,0,33033.40000000001,265.9906442680451
BAT-000822,2025-01,3,PLT-03,APAC,FRM-08,PRD-08,Surfactants,0.6513,0.9521,44.77,42.62,42.62,0,1051.03,67561.24,100671.81,0,33110.56999999999,458.0439334375699
BAT-000823,2025-01,3,PLT-05,LATAM,FRM-02,PRD-02,Polymers,0.824,0.8875,26.1,23.17,23.17,0,893.07,32941.61,45085.72,0,12144.11,369.06065134099606
BAT-000824,2025-01,3,PLT-06,APAC,FRM-12,PRD-12,Solvents,0.8408,0.902,61.97,55.9,55.9,0,612.92,53002.13,83046.19,0,30044.060000000005,242.36691302243025
BAT-000825,2025-01,3,PLT-02,AMER,FRM-12,PRD-12,Solvents,0.7857,0.9686,75.4,73.03,73.03,0,612.92,65220.55,106045.18,0,40824.62999999999,252.0740318302387
BAT-000826,2025-01,3,PLT-06,APAC,FRM-01,PRD-01,Polymers,0.8479,0.9686,65.1,63.06,63.06,0,762.04,68079.78,114961.21,0,46881.43000000001,283.7323502304148
BAT-000827,2025-01,3,PLT-02,AMER,FRM-08,PRD-08,Surfactants,0.8491,0.9616,25.59,24.61,24.61,0,1051.03,36645.93,58628.81,0,21982.879999999997,381.01103165298946
BAT-000828,2025-01,3,PLT-05,LATAM,FRM-02,PRD-02,Polymers,0.8761,0.9202,28.42,26.15,26.15,0,893.07,35807.14,49149.43,0,13342.29,366.8575158339196
BAT-000829,2025-01,3,PLT-03,APAC,FRM-05,PRD-05,Coatings,0.6069,0.8651,16.91,14.63,14.63,0,1325.34,32784.06,41909.61,0,9125.550000000003,613.3980248373744
BAT-000830,2025-01,3,PLT-03,APAC,FRM-01,PRD-01,Polymers,0.6505,0.8921,45.48,40.58,40.58,0,762.04,51351.36,69730.77,0,18379.410000000003,367.05762532981544
BAT-000831,2025-01,3,PLT-04,EMEA,FRM-11,PRD-11,Polymers,0.8003,0.8675,67.89,58.89,0.0,1,733.12,68152.85,0.0,0,-68152.85,270.7517042274268
BAT-000832,2025-01,3,PLT-05,LATAM,FRM-12,PRD-12,Solvents,0.8128,0.9502,39.29,37.34,37.34,0,612.92,34125.49,51896.67,0,17771.18,255.63408500890807
BAT-000833,2025-01,3,PLT-06,APAC,FRM-02,PRD-02,Polymers,0.7891,0.8767,43.48,38.12,38.12,0,893.07,53168.49,72673.76,0,19505.269999999997,329.75635694572213
BAT-000834,2025-01,3,PLT-02,AMER,FRM-05,PRD-05,Coatings,0.8284,0.9109,46.75,42.59,42.59,0,1325.34,86801.15,130101.55,0,43300.40000000001,531.3690909090908
BAT-000835,2025-01,3,PLT-04,EMEA,FRM-06,PRD-06,Coatings,0.8697,0.8739,21.92,19.16,19.16,0,1438.65,42843.05,63094.0,0,20250.949999999997,515.8687043795619
BAT-000836,2025-01,3,PLT-06,APAC,FRM-03,PRD-03,Solvents,0.8124,0.991,63.34,62.77,62.77,0,556.34,50248.7,83017.16,0,32768.46000000001,236.9770192611303
BAT-000837,2025-01,3,PLT-05,LATAM,FRM-01,PRD-01,Polymers,0.8135,0.9631,40.22,38.74,38.74,0,762.04,41859.8,64383.24,0,22523.439999999995,278.7307608155147
BAT-000838,2025-01,3,PLT-02,AMER,FRM-03,PRD-03,Solvents,0.8546,0.987,85.51,84.39,84.39,0,556.34,67118.57,112321.16,0,45202.59,228.58071102794997
BAT-000839,2025-01,3,PLT-06,APAC,FRM-10,PRD-10,Agrochem,0.8272,0.9273,75.87,70.36,70.36,0,580.04,60682.69,83598.37,0,22915.679999999993,219.7845683405826
BAT-000840,2025-01,3,PLT-04,EMEA,FRM-07,PRD-07,Catalysts,0.8385,0.9203,1.54,1.41,1.41,0,15000.0,32216.0,51015.78,0,18799.78,5919.480519480519
BAT-000841,2025-01,3,PLT-03,APAC,FRM-06,PRD-06,Coatings,0.7194,0.9038,15.64,14.13,14.13,0,1438.65,31931.18,44921.51,0,12990.330000000002,602.9855498721226
BAT-000842,2025-01,3,PLT-03,APAC,FRM-04,PRD-04,Agrochem,0.6834,0.895,30.76,27.53,27.53,0,547.86,24883.65,31983.44,0,7099.789999999997,261.10131339401823
BAT-000843,2025-01,3,PLT-05,LATAM,FRM-02,PRD-02,Polymers,0.8243,0.9576,37.82,36.21,36.21,0,893.07,46546.28,70729.94,0,24183.660000000003,337.66188789000523
BAT-000844,2025-01,3,PLT-04,EMEA,FRM-08,PRD-08,Surfactants,0.9031,0.9403,61.87,58.17,58.17,0,1051.03,86598.28,135898.26,0,49299.98000000001,348.651267173105
BAT-000845,2025-01,3,PLT-03,APAC,FRM-04,PRD-04,Agrochem,0.645,0.8714,28.77,25.06,25.06,0,547.86,23402.19,28715.83,0,5313.640000000003,265.56335766423354
BAT-000846,2025-01,3,PLT-06,APAC,FRM-07,PRD-07,Catalysts,0.7874,0.816,1.21,0.99,0.99,0,15000.0,26308.22,35003.34,0,8695.119999999995,6742.330578512399
BAT-000847,2025-01,3,PLT-03,APAC,FRM-05,PRD-05,Coatings,0.6462,0.8792,12.3,10.81,10.81,0,1325.34,24084.69,30915.27,0,6830.580000000002,632.7648780487802
BAT-000848,2025-01,3,PLT-02,AMER,FRM-10,PRD-10,Agrochem,0.9505,0.9415,93.8,88.31,0.0,1,580.04,72805.31,0.0,0,-72805.31,196.13601279317697
BAT-000849,2025-01,3,PLT-06,APAC,FRM-07,PRD-07,Catalysts,0.8416,0.8848,1.95,1.73,1.73,0,15000.0,40439.73,61033.84,0,20594.109999999993,5738.3230769230795
BAT-000850,2025-01,3,PLT-02,AMER,FRM-12,PRD-12,Solvents,0.8548,0.9409,47.62,44.81,44.81,0,612.92,41148.06,66912.74,0,25764.680000000008,251.17197816043688
BAT-000851,2025-01,3,PLT-03,APAC,FRM-11,PRD-11,Polymers,0.6525,0.8873,55.37,49.13,0.0,1,733.12,58916.78,0.0,0,-58916.78,330.93598699656866
BAT-000852,2025-01,3,PLT-02,AMER,FRM-11,PRD-11,Polymers,0.8288,0.89,39.38,35.05,35.05,0,733.12,40588.21,54988.93,0,14400.720000000001,297.5608024377856
BAT-000853,2025-01,3,PLT-01,EMEA,FRM-11,PRD-11,Polymers,0.8626,0.9205,42.31,38.95,38.95,0,733.12,42784.19,63226.49,0,20442.299999999996,278.0875159536753
BAT-000854,2025-01,3,PLT-04,EMEA,FRM-12,PRD-12,Solvents,0.9034,0.9622,63.49,61.09,61.09,0,612.92,52553.22,90833.45,0,38280.229999999996,214.820116553788
BAT-000855,2025-01,3,PLT-04,EMEA,FRM-12,PRD-12,Solvents,0.8607,0.9696,46.79,45.37,45.37,0,612.92,39293.43,63946.37,0,24652.940000000002,226.86264586450102
BAT-000856,2025-01,3,PLT-06,APAC,FRM-08,PRD-08,Surfactants,0.7903,0.9093,43.55,39.6,39.6,0,1051.03,66075.6,86093.82,0,20018.22,466.20536165327235
BAT-000857,2025-01,3,PLT-03,APAC,FRM-05,PRD-05,Coatings,0.6571,0.8183,26.58,21.75,21.75,0,1325.34,51046.8,64775.85,0,13729.049999999996,595.1566139954857
BAT-000858,2025-01,3,PLT-02,AMER,FRM-01,PRD-01,Polymers,0.8382,0.9246,46.29,42.8,42.8,0,762.04,48943.99,72600.24,0,23656.250000000007,295.2939814214733
BAT-000859,2025-01,3,PLT-02,AMER,FRM-06,PRD-06,Coatings,0.8362,0.8576,47.9,41.08,41.08,0,1438.65,97682.58,143799.17,0,46116.59000000001,600.6522964509395
BAT-000860,2025-01,3,PLT-06,APAC,FRM-08,PRD-08,Surfactants,0.8116,0.9882,17.88,17.67,17.67,0,1051.03,26507.34,42080.68,0,15573.34,431.48342281879195
BAT-000861,2025-01,3,PLT-06,APAC,FRM-05,PRD-05,Coatings,0.8643,0.9492,23.73,22.52,22.52,0,1325.34,44018.59,64184.12,0,20165.530000000006,529.636401179941
BAT-000862,2025-01,3,PLT-05,LATAM,FRM-12,PRD-12,Solvents,0.829,0.9719,36.09,35.07,35.07,0,612.92,30486.03,51830.81,0,21344.78,231.80236076475467
BAT-000863,2025-01,3,PLT-06,APAC,FRM-09,PRD-09,Specialty,0.7859,0.8434,24.57,20.72,20.72,0,1618.63,52429.92,53917.77,0,1487.8499999999985,515.2698778998779
BAT-000864,2025-01,3,PLT-01,EMEA,FRM-10,PRD-10,Agrochem,0.7909,0.9664,56.12,54.24,54.24,0,580.04,44608.66,68136.77,0,23528.11,214.8399002138276
BAT-000865,2025-01,3,PLT-06,APAC,FRM-01,PRD-01,Polymers,0.8449,0.8985,30.13,27.07,27.07,0,762.04,32519.98,48298.42,0,15778.439999999999,317.2822701626287
BAT-000866,2025-01,3,PLT-05,LATAM,FRM-03,PRD-03,Solvents,0.7879,0.961,54.85,52.71,52.71,0,556.34,43905.9,69265.57,0,25359.670000000006,244.13219690063806
BAT-000867,2025-01,3,PLT-05,LATAM,FRM-02,PRD-02,Polymers,0.7872,0.9036,42.81,38.68,38.68,0,893.07,54779.66,75588.11,0,20808.449999999997,386.52962625554767
BAT-000868,2025-01,3,PLT-05,LATAM,FRM-09,PRD-09,Specialty,0.8172,0.7882,27.3,21.52,21.52,0,1618.63,59073.84,54848.4,0,-4225.439999999995,545.2469230769229
BAT-000869,2025-01,3,PLT-05,LATAM,FRM-06,PRD-06,Coatings,0.7751,0.9213,28.99,26.71,26.71,0,1438.65,59201.78,93565.42,0,34363.64,603.4948775439807
BAT-000870,2025-01,3,PLT-04,EMEA,FRM-05,PRD-05,Coatings,0.8503,0.8834,18.78,16.59,16.59,0,1325.34,35009.12,47717.05,0,12707.93,538.8303940362089
BAT-000871,2025-01,3,PLT-05,LATAM,FRM-10,PRD-10,Agrochem,0.7481,0.9039,44.76,40.46,40.46,0,580.04,37668.65,49089.99,0,11421.339999999997,261.5294816800716
BAT-000872,2025-01,3,PLT-01,EMEA,FRM-12,PRD-12,Solvents,0.8246,0.9148,28.44,26.02,26.02,0,612.92,24786.85,35988.88,0,11202.029999999999,258.62887482419126
BAT-000873,2025-01,3,PLT-01,EMEA,FRM-09,PRD-09,Specialty,0.7928,0.7891,17.77,14.02,14.02,0,1618.63,40086.42,37105.73,0,-2980.689999999995,637.2180585256046
BAT-000874,2025-01,3,PLT-03,APAC,FRM-07,PRD-07,Catalysts,0.6447,0.8116,3.14,2.55,2.55,0,15000.0,70459.38,91661.85,0,21202.47,7439.292993630574
BAT-000875,2025-01,3,PLT-01,EMEA,FRM-10,PRD-10,Agrochem,0.8511,0.8966,67.89,60.87,60.87,0,580.04,53924.93,72342.2,0,18417.269999999997,214.25857121814704
BAT-000876,2025-01,3,PLT-04,EMEA,FRM-11,PRD-11,Polymers,0.8239,0.9572,71.17,68.12,68.12,0,733.12,72885.02,108536.9,0,35651.87999999999,290.9775129970493
BAT-000877,2025-01,3,PLT-01,EMEA,FRM-06,PRD-06,Coatings,0.8903,0.893,22.2,19.82,19.82,0,1438.65,44518.65,66417.9,0,21899.249999999993,566.6945945945947
BAT-000878,2025-01,3,PLT-06,APAC,FRM-01,PRD-01,Polymers,0.7676,0.9511,54.3,51.65,51.65,0,762.04,57060.67,85953.47,0,28892.800000000003,288.80106813996326
BAT-000879,2025-01,3,PLT-03,APAC,FRM-09,PRD-09,Specialty,0.634,0.8065,39.43,31.8,31.8,0,1618.63,89993.42,79859.91,0,-10133.509999999995,663.7291174232814
BAT-000880,2025-01,3,PLT-01,EMEA,FRM-02,PRD-02,Polymers,0.8518,0.8966,63.37,56.82,56.82,0,893.07,80075.09,114126.1,0,34051.01000000001,370.5419614959759
BAT-000881,2025-02,4,PLT-04,EMEA,FRM-05,PRD-05,Coatings,0.8356,0.8528,30.99,26.43,26.43,0,1336.18,57612.62,76914.3,0,19301.68,522.8913133268798
BAT-000882,2025-02,4,PLT-05,LATAM,FRM-10,PRD-10,Agrochem,0.8439,0.8811,32.04,28.23,28.23,0,584.78,26194.03,35315.43,0,9121.400000000001,232.7615106117354
BAT-000883,2025-02,4,PLT-02,AMER,FRM-06,PRD-06,Coatings,0.8327,0.9048,39.46,35.71,35.71,0,1450.42,81268.7,114220.85,0,32952.15000000001,609.1010339584386
BAT-000884,2025-02,4,PLT-01,EMEA,FRM-12,PRD-12,Solvents,0.8629,0.995,73.33,72.96,72.96,0,617.93,61125.61,101569.52,0,40443.91,215.6389349515888
BAT-000885,2025-02,4,PLT-06,APAC,FRM-11,PRD-11,Polymers,0.8257,0.9092,24.56,22.33,22.33,0,739.12,25523.0,35516.02,0,9993.019999999997,300.09009771986973
BAT-000886,2025-02,4,PLT-02,AMER,FRM-03,PRD-03,Solvents,0.8996,0.995,58.04,57.75,57.75,0,560.89,45402.67,73824.59,0,28421.92,221.37516195727085
BAT-000887,2025-02,4,PLT-02,AMER,FRM-11,PRD-11,Polymers,0.8087,0.9396,30.04,28.22,28.22,0,739.12,30411.46,47160.1,0,16748.64,273.2455126498003
BAT-000888,2025-02,4,PLT-06,APAC,FRM-10,PRD-10,Agrochem,0.7714,0.9031,76.81,69.36,69.36,0,584.78,61351.74,85233.7,0,23881.96,213.96677776331205
BAT-000889,2025-02,4,PLT-01,EMEA,FRM-12,PRD-12,Solvents,0.8799,0.9279,72.43,67.2,67.2,0,617.93,60266.26,95731.99,0,35465.73,214.13212895209165
BAT-000890,2025-02,4,PLT-04,EMEA,FRM-12,PRD-12,Solvents,0.855,0.9129,47.05,42.96,42.96,0,617.93,40332.38,59349.97,0,19017.590000000004,239.29380446333687
BAT-000891,2025-02,4,PLT-02,AMER,FRM-04,PRD-04,Agrochem,0.8787,0.8824,116.45,102.75,0.0,1,552.34,87144.24,0.0,0,-87144.24,196.00040360669811
BAT-000892,2025-02,4,PLT-06,APAC,FRM-08,PRD-08,Surfactants,0.8196,0.9321,33.8,31.5,31.5,0,1059.62,50665.68,74790.17,0,24124.489999999998,439.3646153846157
BAT-000893,2025-02,4,PLT-04,EMEA,FRM-07,PRD-07,Catalysts,0.8516,0.8527,3.14,2.67,2.67,0,15122.68,66350.27,99593.87,0,33243.59999999999,6007.97923566879
BAT-000894,2025-02,4,PLT-03,APAC,FRM-08,PRD-08,Surfactants,0.6463,0.9013,50.5,45.52,45.52,0,1059.62,75481.72,104453.96,0,28972.240000000005,435.0675247524755
BAT-000895,2025-02,4,PLT-06,APAC,FRM-01,PRD-01,Polymers,0.8311,0.9131,27.74,25.33,25.33,0,768.27,29650.81,43232.22,0,13581.41,300.6128406633022
BAT-000896,2025-02,4,PLT-04,EMEA,FRM-08,PRD-08,Surfactants,0.9046,0.9405,47.18,44.37,44.37,0,1059.62,68289.23,106143.69,0,37854.46000000001,387.79903348876655
BAT-000897,2025-02,4,PLT-03,APAC,FRM-01,PRD-01,Polymers,0.6154,0.8929,60.59,54.1,54.1,0,768.27,68617.31,97229.0,0,28611.690000000002,364.21572371678485
BAT-000898,2025-02,4,PLT-04,EMEA,FRM-11,PRD-11,Polymers,0.8366,0.9563,31.05,29.69,29.69,0,739.12,31943.15,49585.14,0,17641.989999999998,289.6448953301127
BAT-000899,2025-02,4,PLT-03,APAC,FRM-01,PRD-01,Polymers,0.5969,0.8914,38.59,34.4,34.4,0,768.27,44288.08,58368.4,0,14080.32,379.3869059341798
BAT-000900,2025-02,4,PLT-05,LATAM,FRM-08,PRD-08,Surfactants,0.826,0.9414,27.44,25.83,25.83,0,1059.62,41125.96,61686.88,0,20560.92,439.13947521865884
BAT-000901,2025-02,4,PLT-06,APAC,FRM-07,PRD-07,Catalysts,0.8046,0.8904,2.03,1.81,1.81,0,15122.68,42145.62,63026.02,0,20880.399999999994,5638.709162561579
BAT-000902,2025-02,4,PLT-02,AMER,FRM-12,PRD-12,Solvents,0.8296,0.9153,83.75,76.66,76.66,0,617.93,69633.31,107534.42,0,37901.11,213.51250746268659
BAT-000903,2025-02,4,PLT-06,APAC,FRM-05,PRD-05,Coatings,0.7973,0.8332,14.01,11.67,11.67,0,1336.18,26429.88,33546.22,0,7116.34,550.3210706638115
BAT-000904,2025-02,4,PLT-04,EMEA,FRM-04,PRD-04,Agrochem,0.8441,0.948,95.14,90.19,0.0,1,552.34,74591.2,0.0,0,-74591.2,231.67513558965732
BAT-000905,2025-02,4,PLT-01,EMEA,FRM-07,PRD-07,Catalysts,0.8917,0.8921,2.72,2.42,2.42,0,15122.68,54471.7,84493.42,0,30021.72,4903.680294117643
BAT-000906,2025-02,4,PLT-03,APAC,FRM-01,PRD-01,Polymers,0.6703,0.8719,39.02,34.02,34.02,0,768.27,44468.44,59832.49,0,15364.049999999996,371.36198359815467
BAT-000907,2025-02,4,PLT-06,APAC,FRM-09,PRD-09,Specialty,0.7661,0.8539,30.87,26.36,26.36,0,1631.86,70415.69,68917.69,0,-1498.0,649.179520570133
BAT-000908,2025-02,4,PLT-01,EMEA,FRM-04,PRD-04,Agrochem,0.9139,0.9157,30.91,28.3,28.3,0,552.34,22551.61,33041.61,0,10490.0,177.24945325137492
BAT-000909,2025-02,4,PLT-02,AMER,FRM-02,PRD-02,Polymers,0.8763,0.9276,47.12,43.71,43.71,0,900.37,57242.5,88361.32,0,31118.820000000007,314.4538539898134
BAT-000910,2025-02,4,PLT-01,EMEA,FRM-08,PRD-08,Surfactants,0.8396,0.8801,42.86,37.72,37.72,0,1059.62,61683.91,88382.76,0,26698.84999999999,379.5752869808682
BAT-000911,2025-02,4,PLT-02,AMER,FRM-04,PRD-04,Agrochem,0.8735,0.9252,68.13,63.03,63.03,0,552.34,51756.17,74192.74,0,22436.570000000007,207.3278408924116
BAT-000912,2025-02,4,PLT-06,APAC,FRM-07,PRD-07,Catalysts,0.7935,0.8507,3.18,2.7,2.7,0,15122.68,67716.22,95218.24,0,27502.020000000004,6171.7288050314455
BAT-000913,2025-02,4,PLT-03,APAC,FRM-08,PRD-08,Surfactants,0.6017,0.9214,44.08,40.61,40.61,0,1059.62,66897.65,90633.15,0,23735.5,458.02178765880217
BAT-000914,2025-02,4,PLT-03,APAC,FRM-12,PRD-12,Solvents,0.6056,0.8796,28.85,25.38,25.38,0,617.93,26559.64,36298.6,0,9738.96,302.68143847487
BAT-000915,2025-02,4,PLT-02,AMER,FRM-06,PRD-06,Coatings,0.8677,0.871,21.83,19.02,19.02,0,1450.42,43741.59,66661.63,0,22920.040000000008,553.317517178195
BAT-000916,2025-02,4,PLT-02,AMER,FRM-05,PRD-05,Coatings,0.8361,0.8327,33.74,28.1,28.1,0,1336.18,63258.53,82449.15,0,19190.619999999995,538.7023355068166
BAT-000917,2025-02,4,PLT-01,EMEA,FRM-01,PRD-01,Polymers,0.8419,0.9751,39.18,38.21,38.21,0,768.27,40487.0,64908.17,0,24421.17,265.08885655946915
BAT-000918,2025-02,4,PLT-05,LATAM,FRM-07,PRD-07,Catalysts,0.8519,0.9072,2.51,2.28,2.28,0,15122.68,51455.62,80814.08,0,29358.46,5377.567011952193
BAT-000919,2025-02,4,PLT-03,APAC,FRM-05,PRD-05,Coatings,0.6551,0.8304,33.07,27.46,27.46,0,1336.18,63315.52,80505.41,0,17189.890000000007,578.4108678560626
BAT-000920,2025-02,4,PLT-01,EMEA,FRM-12,PRD-12,Solvents,0.8984,0.9517,51.82,49.32,49.32,0,617.93,44757.56,70302.18,0,25544.619999999995,245.78208027788503
BAT-000921,2025-02,4,PLT-02,AMER,FRM-11,PRD-11,Polymers,0.8613,0.9614,78.47,75.45,75.45,0,739.12,81886.14,123385.06,0,41498.92,304.41434433541474
BAT-000922,2025-02,4,PLT-02,AMER,FRM-01,PRD-01,Polymers,0.826,0.9308,49.94,46.48,46.48,0,768.27,52292.36,77469.58,0,25177.22,278.83372446936323
BAT-000923,2025-02,4,PLT-05,LATAM,FRM-04,PRD-04,Agrochem,0.8284,0.8882,63.63,56.52,56.52,0,552.34,48091.06,69579.5,0,21488.440000000002,203.4522363664937
BAT-000924,2025-02,4,PLT-03,APAC,FRM-01,PRD-01,Polymers,0.6825,0.8609,22.07,19.0,19.0,0,768.27,23937.53,33696.16,0,9758.630000000005,316.34848663343905
BAT-000925,2025-02,4,PLT-06,APAC,FRM-03,PRD-03,Solvents,0.8583,0.9875,45.36,44.8,44.8,0,560.89,35795.07,57416.02,0,21620.949999999997,228.24293650793652
BAT-000926,2025-02,4,PLT-04,EMEA,FRM-01,PRD-01,Polymers,0.9176,0.9683,30.23,29.27,29.27,0,768.27,30811.61,52459.61,0,21648.0,250.9694971882236
BAT-000927,2025-02,4,PLT-02,AMER,FRM-01,PRD-01,Polymers,0.7679,0.935,37.0,34.6,34.6,0,768.27,39985.18,63083.41,0,23098.230000000003,312.4105405405405
BAT-000928,2025-02,4,PLT-04,EMEA,FRM-08,PRD-08,Surfactants,0.8725,0.9329,43.66,40.73,40.73,0,1059.62,63607.16,93322.92,0,29715.759999999995,397.2549427393499
BAT-000929,2025-02,4,PLT-05,LATAM,FRM-09,PRD-09,Specialty,0.8128,0.8756,36.88,32.29,32.29,0,1631.86,82995.77,81185.61,0,-1810.1600000000035,618.5676030368766
BAT-000930,2025-02,4,PLT-06,APAC,FRM-09,PRD-09,Specialty,0.7477,0.8096,40.35,32.67,0.0,1,1631.86,92181.66,0.0,0,-92181.66,652.6916728624535
BAT-000931,2025-02,4,PLT-03,APAC,FRM-07,PRD-07,Catalysts,0.6379,0.8316,1.21,1.0,1.0,0,15122.68,26568.7,35296.84,0,8728.139999999996,6834.923305785123
BAT-000932,2025-02,4,PLT-03,APAC,FRM-04,PRD-04,Agrochem,0.6396,0.8665,82.98,71.9,0.0,1,552.34,68642.32,0.0,0,-68642.32,274.87523258616534
BAT-000933,2025-02,4,PLT-05,LATAM,FRM-07,PRD-07,Catalysts,0.7981,0.8953,1.74,1.56,0.0,1,15122.68,35948.48,0.0,0,-35948.48,5537.365977011497
BAT-000934,2025-02,4,PLT-03,APAC,FRM-02,PRD-02,Polymers,0.6768,0.9118,58.81,53.62,0.0,1,900.37,74281.55,0.0,0,-74281.55,362.7068576772657
