period,period_idx,plant_id,product_id,qty_on_hand_t,inventory_value,age_days,shelf_life_risk,cs_active
2025-03,5,PLT-03,PRD-01,139.71,152446.1,148.8,0,0
2025-03,5,PLT-03,PRD-02,522.95,646832.24,137.9,0,0
2025-03,5,PLT-03,PRD-03,242.25,199761.53,113.5,0,0
2025-03,5,PLT-03,PRD-04,277.8,204102.44,184.2,1,0
2025-03,5,PLT-03,PRD-05,568.39,1060726.4,149.6,0,0
2025-03,5,PLT-03,PRD-06,289.55,606785.15,54.8,0,0
2025-03,5,PLT-03,PRD-07,399.58,9042575.36,161.9,1,0
2025-03,5,PLT-03,PRD-08,530.65,759990.5,10.6,0,0
2025-03,5,PLT-03,PRD-09,435.74,707816.69,175.0,1,0
2025-03,5,PLT-03,PRD-10,157.98,120967.55,167.0,1,0
2025-03,5,PLT-03,PRD-11,320.76,331121.6,110.6,0,0
2025-03,5,PLT-03,PRD-12,234.84,209665.76,137.4,0,0
2025-03,5,PLT-04,PRD-01,347.36,379035.47,19.4,0,0
2025-03,5,PLT-04,PRD-02,484.57,599360.04,94.9,0,0
2025-03,5,PLT-04,PRD-03,372.72,307343.57,29.5,0,0
2025-03,5,PLT-04,PRD-04,624.33,458696.3,149.0,0,0
2025-03,5,PLT-04,PRD-05,649.97,1212978.22,12.5,0,0
2025-03,5,PLT-04,PRD-06,321.66,674077.66,161.5,1,0
2025-03,5,PLT-04,PRD-07,465.72,10539143.59,123.1,0,0
2025-03,5,PLT-04,PRD-08,377.33,540410.14,25.1,0,0
2025-03,5,PLT-04,PRD-09,410.22,666362.57,10.0,0,0
2025-03,5,PLT-04,PRD-10,644.04,493138.82,18.4,0,0
2025-03,5,PLT-04,PRD-11,166.87,172254.76,125.7,0,0
2025-03,5,PLT-04,PRD-12,478.1,426846.01,111.9,0,0
2025-03,5,PLT-05,PRD-01,231.29,252378.93,171.2,1,0
2025-03,5,PLT-05,PRD-02,179.69,222256.68,235.8,1,0
2025-03,5,PLT-05,PRD-03,283.98,234173.33,89.5,0,0
2025-03,5,PLT-05,PRD-04,412.0,302696.41,174.4,1,0
2025-03,5,PLT-05,PRD-05,291.78,544526.48,250.9,1,0
2025-03,5,PLT-05,PRD-06,674.43,1413333.16,39.6,0,0
2025-03,5,PLT-05,PRD-07,334.72,7574681.51,115.6,0,0
2025-03,5,PLT-05,PRD-08,275.68,394830.55,123.3,0,0
2025-03,5,PLT-05,PRD-09,632.73,1027808.73,112.7,0,0
2025-03,5,PLT-05,PRD-10,436.19,333988.9,159.9,1,0
2025-03,5,PLT-05,PRD-11,159.92,165083.3,140.1,0,0
2025-03,5,PLT-05,PRD-12,564.4,503897.78,40.9,0,0
2025-03,5,PLT-06,PRD-01,220.17,240245.02,62.3,0,0
2025-03,5,PLT-06,PRD-02,147.44,182362.71,145.6,0,0
2025-03,5,PLT-06,PRD-03,534.47,440724.64,143.2,0,0
2025-03,5,PLT-06,PRD-04,182.01,133723.38,75.5,0,0
2025-03,5,PLT-06,PRD-05,327.01,610271.43,181.3,1,0
2025-03,5,PLT-06,PRD-06,250.68,525325.36,100.0,0,0
2025-03,5,PLT-06,PRD-07,581.71,13164109.3,81.9,0,0
2025-03,5,PLT-06,PRD-08,563.34,806815.51,175.8,1,0
2025-03,5,PLT-06,PRD-09,587.8,954824.78,121.9,0,0
2025-03,5,PLT-06,PRD-10,345.08,264230.96,103.3,0,0
2025-03,5,PLT-06,PRD-11,163.39,168672.37,178.6,1,0
2025-03,5,PLT-06,PRD-12,419.89,374879.54,55.8,0,0
2025-04,6,PLT-01,PRD-01,194.48,212217.64,169.5,1,0
2025-04,6,PLT-01,PRD-02,632.41,782233.46,48.9,0,0
2025-04,6,PLT-01,PRD-03,158.82,130964.88,43.3,0,0
2025-04,6,PLT-01,PRD-04,181.59,133413.12,139.3,0,0
2025-04,6,PLT-01,PRD-05,530.65,990305.53,89.4,0,0
2025-04,6,PLT-01,PRD-06,247.09,517791.83,149.3,0,0
2025-04,6,PLT-01,PRD-07,457.32,10349246.56,78.1,0,0
2025-04,6,PLT-01,PRD-08,489.7,701346.27,78.2,0,0
2025-04,6,PLT-01,PRD-09,246.13,399809.84,177.7,1,0
2025-04,6,PLT-01,PRD-10,123.44,94514.94,43.1,0,0
2025-04,6,PLT-01,PRD-11,531.48,548645.63,147.9,0,0
2025-04,6,PLT-01,PRD-12,138.11,123301.75,161.3,1,0
2025-04,6,PLT-02,PRD-01,216.13,235843.9,174.3,1,0
2025-04,6,PLT-02,PRD-02,654.45,809489.64,168.3,1,0
2025-04,6,PLT-02,PRD-03,418.42,345027.56,19.2,0,0
2025-04,6,PLT-02,PRD-04,405.15,297660.24,112.3,0,0
2025-04,6,PLT-02,PRD-05,340.7,635805.86,128.4,0,0
2025-04,6,PLT-02,PRD-06,265.52,556424.6,25.5,0,0
2025-04,6,PLT-02,PRD-07,163.0,3688629.12,134.5,0,0
2025-04,6,PLT-02,PRD-08,772.06,1105747.19,164.3,1,0
2025-04,6,PLT-02,PRD-09,250.02,406131.23,174.2,1,0
2025-04,6,PLT-02,PRD-10,732.84,561137.36,64.9,0,0
2025-04,6,PLT-02,PRD-11,707.8,730662.8,59.5,0,0
2025-04,6,PLT-02,PRD-12,320.45,286095.74,164.6,1,0
2025-04,6,PLT-03,PRD-01,142.57,155571.04,180.5,1,0
2025-04,6,PLT-03,PRD-02,279.0,345098.33,62.9,0,0
2025-04,6,PLT-03,PRD-03,352.0,290262.45,147.0,0,0
2025-04,6,PLT-03,PRD-04,172.25,126554.75,84.7,0,0
2025-04,6,PLT-03,PRD-05,446.31,832897.36,10.5,0,0
2025-04,6,PLT-03,PRD-06,274.26,574737.24,22.4,0,0
2025-04,6,PLT-03,PRD-07,537.24,12157765.48,91.3,0,0
2025-04,6,PLT-03,PRD-08,371.89,532626.64,31.0,0,0
2025-04,6,PLT-03,PRD-09,164.74,267597.71,70.5,0,0
2025-04,6,PLT-03,PRD-10,209.76,160615.82,65.2,0,0
2025-04,6,PLT-03,PRD-11,406.49,419616.9,20.5,0,0
2025-04,6,PLT-03,PRD-12,368.98,329426.41,22.9,0,0
2025-04,6,PLT-04,PRD-01,321.68,351017.19,135.2,0,0
2025-04,6,PLT-04,PRD-02,566.77,701035.55,32.8,0,0
2025-04,6,PLT-04,PRD-03,392.76,323866.94,147.5,0,0
2025-04,6,PLT-04,PRD-04,613.75,450919.0,52.0,0,0
2025-04,6,PLT-04,PRD-05,373.74,697480.15,158.3,1,0
2025-04,6,PLT-04,PRD-06,454.12,951660.54,88.1,0,0
2025-04,6,PLT-04,PRD-07,187.76,4249065.48,79.1,0,0
2025-04,6,PLT-04,PRD-08,695.89,996654.46,189.8,1,0
2025-04,6,PLT-04,PRD-09,510.59,829396.41,183.7,1,0
2025-04,6,PLT-04,PRD-10,668.01,511494.42,41.3,0,0
2025-04,6,PLT-04,PRD-11,587.63,606613.1,42.3,0,0
2025-04,6,PLT-04,PRD-12,578.55,516533.46,63.9,0,0
2025-04,6,PLT-05,PRD-01,676.58,738282.26,29.4,0,0
2025-04,6,PLT-05,PRD-02,645.21,798064.87,140.0,0,0
2025-04,6,PLT-05,PRD-03,738.26,608769.13,259.0,1,0
2025-04,6,PLT-05,PRD-04,688.11,505557.99,207.1,1,0
2025-04,6,PLT-05,PRD-05,704.93,1315543.24,258.8,1,0
2025-04,6,PLT-05,PRD-06,676.27,1417185.52,216.1,1,0
2025-04,6,PLT-05,PRD-07,734.85,16629734.71,48.9,0,0
2025-04,6,PLT-05,PRD-08,554.69,794430.23,23.4,0,0
2025-04,6,PLT-05,PRD-09,463.34,752652.13,175.8,1,0
2025-04,6,PLT-05,PRD-10,647.23,495587.36,123.5,0,0
2025-04,6,PLT-05,PRD-11,307.96,317912.09,181.5,1,0
2025-04,6,PLT-05,PRD-12,705.19,629595.02,145.0,0,0
2025-04,6,PLT-06,PRD-01,359.69,392490.13,151.0,1,0
2025-04,6,PLT-06,PRD-02,518.69,641567.59,110.5,0,0
2025-04,6,PLT-06,PRD-03,338.17,278851.62,166.2,1,0
2025-04,6,PLT-06,PRD-04,388.81,285659.72,65.0,0,0
2025-04,6,PLT-06,PRD-05,537.08,1002302.0,112.5,0,0
2025-04,6,PLT-06,PRD-06,484.27,1014843.38,82.6,0,0
2025-04,6,PLT-06,PRD-07,345.9,7827717.02,34.6,0,0
2025-04,6,PLT-06,PRD-08,176.15,252280.19,161.9,1,0
2025-04,6,PLT-06,PRD-09,213.17,346276.28,155.9,1,0
2025-04,6,PLT-06,PRD-10,337.41,258357.22,134.6,0,0
2025-04,6,PLT-06,PRD-11,155.58,160602.12,85.9,0,0
2025-04,6,PLT-06,PRD-12,408.73,364912.62,62.9,0,0
2025-05,7,PLT-01,PRD-01,568.61,620463.54,189.1,1,0
2025-05,7,PLT-01,PRD-02,302.56,374237.17,127.9,0,0
2025-05,7,PLT-01,PRD-03,215.44,177652.17,91.5,0,0
2025-05,7,PLT-01,PRD-04,152.63,112138.42,142.0,0,0
2025-05,7,PLT-01,PRD-05,341.66,637599.59,173.4,1,0
2025-05,7,PLT-01,PRD-06,242.54,508260.33,32.6,0,0
2025-05,7,PLT-01,PRD-07,150.62,3408637.24,148.7,0,0
2025-05,7,PLT-01,PRD-08,550.44,788338.74,189.0,1,0
2025-05,7,PLT-01,PRD-09,494.63,803478.73,64.8,0,0
2025-05,7,PLT-01,PRD-10,323.84,247960.74,54.1,0,0
2025-05,7,PLT-01,PRD-11,628.87,649183.94,19.5,0,0
2025-05,7,PLT-01,PRD-12,602.31,537744.67,115.7,0,0
2025-05,7,PLT-02,PRD-01,297.43,324560.2,169.6,1,0
2025-05,7,PLT-02,PRD-02,649.84,803789.33,143.1,0,0
2025-05,7,PLT-02,PRD-03,456.06,376070.34,114.7,0,0
2025-05,7,PLT-02,PRD-04,709.13,520999.96,25.7,0,0
2025-05,7,PLT-02,PRD-05,462.86,863798.05,14.2,0,0
2025-05,7,PLT-02,PRD-06,473.14,991520.7,15.7,0,0
2025-05,7,PLT-02,PRD-07,533.06,12063157.85,184.5,1,0
2025-05,7,PLT-02,PRD-08,651.72,933394.74,42.5,0,0
2025-05,7,PLT-02,PRD-09,164.05,266475.51,146.5,0,0
2025-05,7,PLT-02,PRD-10,241.65,185029.89,161.6,1,0
2025-05,7,PLT-02,PRD-11,306.82,316726.3,112.8,0,0
2025-05,7,PLT-02,PRD-12,242.62,216607.37,98.1,0,0
2025-05,7,PLT-03,PRD-01,219.1,239085.52,157.6,1,0
2025-05,7,PLT-03,PRD-02,570.75,705957.06,138.1,0,0
2025-05,7,PLT-03,PRD-03,298.74,246341.44,94.1,0,0
2025-05,7,PLT-03,PRD-04,133.16,97829.12,63.3,0,0
2025-05,7,PLT-03,PRD-05,328.35,612771.32,158.3,1,0
2025-05,7,PLT-03,PRD-06,345.13,723256.56,14.2,0,0
2025-05,7,PLT-03,PRD-07,320.44,7251629.02,177.5,1,0
2025-05,7,PLT-03,PRD-08,114.14,163476.02,103.5,0,0
2025-05,7,PLT-03,PRD-09,165.71,269175.05,103.9,0,0
2025-05,7,PLT-03,PRD-10,553.95,424157.24,93.6,0,0
2025-05,7,PLT-03,PRD-11,305.91,315787.29,76.9,0,0
2025-05,7,PLT-03,PRD-12,511.33,456519.79,165.5,1,0
2025-05,7,PLT-04,PRD-01,693.82,757094.47,12.6,0,0
2025-05,7,PLT-04,PRD-02,226.02,279566.49,74.4,0,0
2025-05,7,PLT-04,PRD-03,681.14,561664.85,130.3,0,0
2025-05,7,PLT-04,PRD-04,390.2,286683.19,138.6,0,0
2025-05,7,PLT-04,PRD-05,638.93,1192375.25,83.1,0,0
2025-05,7,PLT-04,PRD-06,635.73,1332234.35,190.0,1,0
2025-05,7,PLT-04,PRD-07,314.69,7121535.3,19.1,0,0
2025-05,7,PLT-04,PRD-08,210.67,301721.55,30.4,0,0
2025-05,7,PLT-04,PRD-09,431.68,701214.05,146.2,0,0
2025-05,7,PLT-04,PRD-10,550.38,421426.03,21.0,0,0
2025-05,7,PLT-04,PRD-11,486.65,502364.42,144.0,0,0
2025-05,7,PLT-04,PRD-12,552.2,493008.21,61.7,0,0
2025-05,7,PLT-05,PRD-01,512.83,559595.3,40.1,0,0
2025-05,7,PLT-05,PRD-02,203.86,252157.91,80.0,0,0
2025-05,7,PLT-05,PRD-03,638.85,526792.07,121.9,0,0
2025-05,7,PLT-05,PRD-04,319.13,234465.17,244.1,1,0
2025-05,7,PLT-05,PRD-05,683.35,1275265.58,167.4,1,0
2025-05,7,PLT-05,PRD-06,157.74,330567.7,117.9,0,0
2025-05,7,PLT-05,PRD-07,326.8,7395419.71,88.0,0,0
2025-05,7,PLT-05,PRD-08,543.58,778517.13,74.7,0,0
2025-05,7,PLT-05,PRD-09,313.97,510017.73,91.5,0,0
2025-05,7,PLT-05,PRD-10,612.19,468755.99,128.6,0,0
2025-05,7,PLT-05,PRD-11,175.42,181083.42,198.2,1,0
2025-05,7,PLT-05,PRD-12,699.37,624400.79,36.1,0,0
2025-05,7,PLT-06,PRD-01,166.3,181468.64,107.1,0,0
2025-05,7,PLT-06,PRD-02,308.96,382149.17,79.6,0,0
2025-05,7,PLT-06,PRD-03,246.82,203524.45,115.8,0,0
2025-05,7,PLT-06,PRD-04,314.45,231025.3,122.0,0,0
2025-05,7,PLT-06,PRD-05,159.94,298475.74,130.8,0,0
2025-05,7,PLT-06,PRD-06,487.84,1022308.44,178.0,1,0
2025-05,7,PLT-06,PRD-07,123.53,2795527.02,74.6,0,0
2025-05,7,PLT-06,PRD-08,599.1,858033.83,127.8,0,0
2025-05,7,PLT-06,PRD-09,430.76,699728.57,130.0,0,0
2025-05,7,PLT-06,PRD-10,316.65,242460.77,25.4,0,0
2025-05,7,PLT-06,PRD-11,344.54,355672.49,19.5,0,0
2025-05,7,PLT-06,PRD-12,549.65,490728.42,47.8,0,0
2025-06,8,PLT-01,PRD-01,462.19,504342.92,109.8,0,0
2025-06,8,PLT-01,PRD-02,384.24,475267.84,122.9,0,0
2025-06,8,PLT-01,PRD-03,346.37,285614.89,25.7,0,0
2025-06,8,PLT-01,PRD-04,430.04,315947.45,19.5,0,0
2025-06,8,PLT-01,PRD-05,250.03,466612.54,146.5,0,0
2025-06,8,PLT-01,PRD-06,178.66,374396.15,76.2,0,0
2025-06,8,PLT-01,PRD-07,501.15,11340997.5,148.8,0,0
2025-06,8,PLT-01,PRD-08,155.31,222430.52,80.5,0,0
2025-06,8,PLT-01,PRD-09,297.15,482695.0,87.7,0,0
2025-06,8,PLT-01,PRD-10,167.4,128180.41,171.6,1,0
2025-06,8,PLT-01,PRD-11,416.02,429452.62,96.1,0,0
2025-06,8,PLT-01,PRD-12,627.47,560201.45,50.8,0,0
2025-06,8,PLT-02,PRD-01,604.53,659668.43,90.8,0,0
2025-06,8,PLT-02,PRD-02,472.72,584708.37,14.5,0,0
2025-06,8,PLT-02,PRD-03,683.2,563366.93,106.0,0,0
2025-06,8,PLT-02,PRD-04,688.11,505555.61,129.6,0,0
2025-06,8,PLT-02,PRD-05,259.25,483807.68,82.3,0,0
2025-06,8,PLT-02,PRD-06,535.85,1122926.96,76.3,0,0
2025-06,8,PLT-02,PRD-07,447.3,10122368.13,90.8,0,0
2025-06,8,PLT-02,PRD-08,178.92,256243.6,13.4,0,0
2025-06,8,PLT-02,PRD-09,269.5,437768.45,10.4,0,0
2025-06,8,PLT-02,PRD-10,477.84,365878.5,125.9,0,0
2025-06,8,PLT-02,PRD-11,601.05,620458.99,183.4,1,0
2025-06,8,PLT-02,PRD-12,459.7,410423.42,173.5,1,0
2025-06,8,PLT-03,PRD-01,407.81,445000.87,35.1,0,0
2025-06,8,PLT-03,PRD-02,505.91,625759.15,103.5,0,0
2025-06,8,PLT-03,PRD-03,516.39,425813.14,31.2,0,0
2025-06,8,PLT-03,PRD-04,574.07,421772.26,180.6,1,0
2025-06,8,PLT-03,PRD-05,148.69,277492.65,68.8,0,0
2025-06,8,PLT-03,PRD-06,319.27,669068.78,10.5,0,0
2025-06,8,PLT-03,PRD-07,565.46,12796368.16,132.8,0,0
2025-06,8,PLT-03,PRD-08,198.35,284081.4,172.2,1,0
2025-06,8,PLT-03,PRD-09,254.2,412916.6,128.4,0,0
2025-06,8,PLT-03,PRD-10,358.88,274797.67,188.6,1,0
2025-06,8,PLT-03,PRD-11,481.97,497540.26,37.3,0,0
2025-06,8,PLT-03,PRD-12,256.69,229171.27,171.3,1,0
2025-06,8,PLT-04,PRD-01,625.98,683064.34,123.3,0,0
2025-06,8,PLT-04,PRD-02,390.48,482982.5,81.3,0,0
2025-06,8,PLT-04,PRD-03,190.23,156864.69,19.0,0,0
2025-06,8,PLT-04,PRD-04,524.8,385568.3,161.8,1,0
2025-06,8,PLT-04,PRD-05,690.82,1289201.71,25.0,0,0
2025-06,8,PLT-04,PRD-06,538.68,1128864.51,77.0,0,0
2025-06,8,PLT-04,PRD-07,376.04,8509785.1,132.7,0,0
2025-06,8,PLT-04,PRD-08,194.95,279201.05,105.1,0,0
2025-06,8,PLT-04,PRD-09,599.83,974366.24,168.3,1,0
2025-06,8,PLT-04,PRD-10,656.83,502933.12,183.4,1,0
2025-06,8,PLT-04,PRD-11,582.86,601687.07,160.0,1,0
2025-06,8,PLT-04,PRD-12,157.0,140168.99,83.8,0,0
2025-06,8,PLT-05,PRD-01,213.29,232743.91,129.0,0,0
2025-06,8,PLT-05,PRD-02,709.08,877064.64,160.2,1,0
2025-06,8,PLT-05,PRD-03,575.46,474526.21,188.3,1,0
2025-06,8,PLT-05,PRD-04,568.56,417719.0,244.0,1,0
2025-06,8,PLT-05,PRD-05,295.13,550772.84,60.0,0,0
2025-06,8,PLT-05,PRD-06,446.07,934779.52,25.5,0,0
2025-06,8,PLT-05,PRD-07,511.34,11571630.89,152.4,1,0
2025-06,8,PLT-05,PRD-08,581.4,832677.06,100.9,0,0
2025-06,8,PLT-05,PRD-09,573.27,931226.71,264.8,1,0
2025-06,8,PLT-05,PRD-10,513.72,393351.99,123.3,0,0
2025-06,8,PLT-05,PRD-11,197.99,204387.73,201.1,1,0
2025-06,8,PLT-05,PRD-12,675.63,603199.87,109.8,0,0
2025-06,8,PLT-06,PRD-01,347.88,379612.03,175.7,1,0
2025-06,8,PLT-06,PRD-02,316.53,391519.57,56.9,0,0
2025-06,8,PLT-06,PRD-03,359.21,296206.84,91.2,0,0
2025-06,8,PLT-06,PRD-04,567.93,417258.77,140.7,0,0
2025-06,8,PLT-06,PRD-05,114.21,213134.23,71.8,0,0
2025-06,8,PLT-06,PRD-06,160.46,336264.11,124.5,0,0
2025-06,8,PLT-06,PRD-07,488.08,11045321.24,102.8,0,0
2025-06,8,PLT-06,PRD-08,574.05,822155.71,89.5,0,0
2025-06,8,PLT-06,PRD-09,365.83,594248.54,155.3,1,0
2025-06,8,PLT-06,PRD-10,153.61,117622.82,17.7,0,0
2025-06,8,PLT-06,PRD-11,396.72,409533.07,133.9,0,0
2025-06,8,PLT-06,PRD-12,194.41,173573.33,151.0,1,0
2025-07,9,PLT-01,PRD-01,256.97,280402.19,152.5,1,0
2025-07,9,PLT-01,PRD-02,549.57,679766.95,81.4,0,0
2025-07,9,PLT-01,PRD-03,271.3,223712.7,98.7,0,0
2025-07,9,PLT-01,PRD-04,560.25,411618.67,77.9,0,0
2025-07,9,PLT-01,PRD-05,513.12,957592.23,15.2,0,0
2025-07,9,PLT-01,PRD-06,522.36,1094667.89,92.2,0,0
2025-07,9,PLT-01,PRD-07,252.56,5715329.29,92.1,0,0
2025-07,9,PLT-01,PRD-08,308.5,441828.73,140.4,0,0
2025-07,9,PLT-01,PRD-09,472.69,767841.05,55.0,0,0
2025-07,9,PLT-01,PRD-10,565.14,432730.03,62.9,0,0
2025-07,9,PLT-01,PRD-11,330.76,341439.41,135.0,0,0
2025-07,9,PLT-01,PRD-12,161.85,144499.83,86.5,0,0
2025-07,9,PLT-02,PRD-01,596.16,650532.16,48.2,0,0
2025-07,9,PLT-02,PRD-02,462.64,572238.28,29.2,0,0
2025-07,9,PLT-02,PRD-03,370.72,305695.16,170.3,1,0
2025-07,9,PLT-02,PRD-04,175.74,129116.79,157.3,1,0
2025-07,9,PLT-02,PRD-05,193.67,361429.89,74.3,0,0
2025-07,9,PLT-02,PRD-06,469.84,984587.19,15.3,0,0
2025-07,9,PLT-02,PRD-07,390.94,8847021.09,45.9,0,0
2025-07,9,PLT-02,PRD-08,556.24,796647.1,101.1,0,0
2025-07,9,PLT-02,PRD-09,563.97,916117.01,156.9,1,0
2025-07,9,PLT-02,PRD-10,480.98,368284.71,116.5,0,0
2025-07,9,PLT-02,PRD-11,640.98,661681.22,120.0,0,0
2025-07,9,PLT-02,PRD-12,243.29,217205.6,21.8,0,0
2025-07,9,PLT-03,PRD-01,243.86,266098.28,34.0,0,0
2025-07,9,PLT-03,PRD-02,191.32,236644.36,147.8,0,0
2025-07,9,PLT-03,PRD-03,206.59,170356.42,87.1,0,0
2025-07,9,PLT-03,PRD-04,421.58,309736.6,155.9,1,0
2025-07,9,PLT-03,PRD-05,390.61,728950.59,64.5,0,0
2025-07,9,PLT-03,PRD-06,347.06,727298.86,63.6,0,0
2025-07,9,PLT-03,PRD-07,252.39,5711563.95,165.6,1,0
2025-07,9,PLT-03,PRD-08,178.27,255315.76,141.1,0,0
2025-07,9,PLT-03,PRD-09,131.22,213157.2,30.8,0,0
2025-07,9,PLT-03,PRD-10,161.36,123550.64,74.4,0,0
2025-07,9,PLT-03,PRD-11,131.26,135503.83,80.4,0,0
2025-07,9,PLT-03,PRD-12,226.45,202171.63,22.1,0,0
2025-07,9,PLT-04,PRD-01,186.94,203993.74,105.1,0,0
2025-07,9,PLT-04,PRD-02,380.77,470970.01,59.7,0,0
2025-07,9,PLT-04,PRD-03,302.07,249089.91,171.2,1,0
2025-07,9,PLT-04,PRD-04,440.18,323403.3,152.1,1,0
2025-07,9,PLT-04,PRD-05,637.69,1190062.45,157.1,1,0
2025-07,9,PLT-04,PRD-06,425.61,891901.21,115.8,0,0
2025-07,9,PLT-04,PRD-07,340.8,7712315.44,45.0,0,0
2025-07,9,PLT-04,PRD-08,361.36,517545.3,24.8,0,0
2025-07,9,PLT-04,PRD-09,428.35,695804.58,21.3,0,0
2025-07,9,PLT-04,PRD-10,453.57,347298.44,39.6,0,0
2025-07,9,PLT-04,PRD-11,437.52,451654.62,35.8,0,0
2025-07,9,PLT-04,PRD-12,240.28,214519.36,120.6,0,0
2025-07,9,PLT-05,PRD-01,168.79,184178.97,24.1,0,0
2025-07,9,PLT-05,PRD-02,350.46,433485.99,25.5,0,0
2025-07,9,PLT-05,PRD-03,698.88,576299.07,66.4,0,0
2025-07,9,PLT-05,PRD-04,521.45,383108.99,212.5,1,0
2025-07,9,PLT-05,PRD-05,185.21,345629.58,199.7,1,0
2025-07,9,PLT-05,PRD-06,280.5,587818.1,233.1,1,0
2025-07,9,PLT-05,PRD-07,357.73,8095469.33,242.3,1,0
2025-07,9,PLT-05,PRD-08,639.29,915590.92,75.6,0,0
2025-07,9,PLT-05,PRD-09,629.99,1023354.22,29.3,0,0
2025-07,9,PLT-05,PRD-10,236.13,180804.77,238.9,1,0
2025-07,9,PLT-05,PRD-11,490.69,506535.12,207.8,1,0
2025-07,9,PLT-05,PRD-12,540.21,482297.67,57.0,0,0
2025-07,9,PLT-06,PRD-01,131.12,143079.45,123.4,0,0
2025-07,9,PLT-06,PRD-02,320.35,396242.38,11.3,0,0
2025-07,9,PLT-06,PRD-03,222.48,183460.82,171.1,1,0
2025-07,9,PLT-06,PRD-04,159.37,117088.81,54.4,0,0
2025-07,9,PLT-06,PRD-05,337.57,629982.1,43.4,0,0
2025-07,9,PLT-06,PRD-06,469.24,983344.95,46.6,0,0
2025-07,9,PLT-06,PRD-07,447.92,10136329.01,187.6,1,0
2025-07,9,PLT-06,PRD-08,313.74,449336.93,149.0,0,0
2025-07,9,PLT-06,PRD-09,155.89,253220.98,65.0,0,0
2025-07,9,PLT-06,PRD-10,207.85,159153.99,59.9,0,0
2025-07,9,PLT-06,PRD-11,405.42,418519.5,34.3,0,0
2025-07,9,PLT-06,PRD-12,146.22,130549.34,123.4,0,0
2025-08,10,PLT-01,PRD-01,477.41,520954.04,13.6,0,0
2025-08,10,PLT-01,PRD-02,262.62,324838.63,56.7,0,0
2025-08,10,PLT-01,PRD-03,463.45,382164.11,93.7,0,0
2025-08,10,PLT-01,PRD-04,180.32,132480.65,138.4,0,0
2025-08,10,PLT-01,PRD-05,498.32,929967.38,30.6,0,0
2025-08,10,PLT-01,PRD-06,165.93,347728.02,108.5,0,0
2025-08,10,PLT-01,PRD-07,301.96,6833458.73,30.2,0,0
2025-08,10,PLT-01,PRD-08,624.22,894014.21,112.5,0,0
2025-08,10,PLT-01,PRD-09,263.24,427599.79,79.5,0,0
2025-08,10,PLT-01,PRD-10,239.35,183273.9,133.1,0,0
2025-08,10,PLT-01,PRD-11,433.68,447691.92,75.3,0,0
2025-08,10,PLT-01,PRD-12,562.18,501910.71,158.8,1,0
2025-08,10,PLT-02,PRD-01,397.13,433350.45,12.8,0,0
2025-08,10,PLT-02,PRD-02,703.39,870017.0,129.3,0,0
2025-08,10,PLT-02,PRD-03,335.64,276771.68,153.8,1,0
2025-08,10,PLT-02,PRD-04,472.1,346853.91,21.3,0,0
2025-08,10,PLT-02,PRD-05,375.24,700269.01,46.7,0,0
2025-08,10,PLT-02,PRD-06,662.92,1389212.72,46.6,0,0
2025-08,10,PLT-02,PRD-07,633.61,14338623.51,98.3,0,0
2025-08,10,PLT-02,PRD-08,781.99,1119966.4,86.9,0,0
2025-08,10,PLT-02,PRD-09,662.17,1075626.66,82.0,0,0
2025-08,10,PLT-02,PRD-10,766.8,587135.31,129.8,0,0
2025-08,10,PLT-02,PRD-11,311.78,321851.2,27.7,0,0
2025-08,10,PLT-02,PRD-12,405.24,361800.75,89.9,0,0
2025-08,10,PLT-03,PRD-01,176.39,192479.86,49.9,0,0
2025-08,10,PLT-03,PRD-02,196.95,243610.72,51.7,0,0
2025-08,10,PLT-03,PRD-03,441.88,364377.32,63.2,0,0
2025-08,10,PLT-03,PRD-04,340.62,250251.8,183.4,1,0
2025-08,10,PLT-03,PRD-05,545.64,1018277.94,173.8,1,0
2025-08,10,PLT-03,PRD-06,340.25,713019.46,74.5,0,0
2025-08,10,PLT-03,PRD-07,272.92,6176102.42,84.6,0,0
2025-08,10,PLT-03,PRD-08,467.4,669407.39,64.4,0,0
2025-08,10,PLT-03,PRD-09,515.2,836890.39,125.1,0,0
2025-08,10,PLT-03,PRD-10,161.21,123435.85,96.7,0,0
2025-08,10,PLT-03,PRD-11,507.76,524158.8,64.8,0,0
2025-08,10,PLT-03,PRD-12,442.98,395491.41,140.4,0,0
2025-08,10,PLT-04,PRD-01,506.75,552967.05,142.0,0,0
2025-08,10,PLT-04,PRD-02,193.37,239174.28,144.1,0,0
2025-08,10,PLT-04,PRD-03,509.21,419890.78,68.1,0,0
2025-08,10,PLT-04,PRD-04,675.16,496043.05,112.8,0,0
2025-08,10,PLT-04,PRD-05,241.78,451212.46,21.5,0,0
2025-08,10,PLT-04,PRD-06,332.42,696624.17,73.4,0,0
2025-08,10,PLT-04,PRD-07,442.34,10010170.06,43.3,0,0
2025-08,10,PLT-04,PRD-08,397.12,568749.64,99.6,0,0
2025-08,10,PLT-04,PRD-09,689.91,1120686.7,110.7,0,0
2025-08,10,PLT-04,PRD-10,695.24,532347.76,74.1,0,0
2025-08,10,PLT-04,PRD-11,232.06,239550.46,54.8,0,0
2025-08,10,PLT-04,PRD-12,448.81,400700.38,163.7,1,0
2025-08,10,PLT-05,PRD-01,147.58,161043.71,81.9,0,0
